week_ending,ZIP,caseRate
08/08/2020,10001,7.24
08/15/2020,10001,14.49
08/22/2020,10001,14.49
08/29/2020,10001,7.24
09/05/2020,10001,32.59
09/12/2020,10001,43.46
09/19/2020,10001,25.35
09/26/2020,10001,10.86
10/03/2020,10001,28.97
10/10/2020,10001,39.84
10/17/2020,10001,32.59
10/24/2020,10001,50.7
10/31/2020,10001,36.21
11/07/2020,10001,105.02
11/14/2020,10001,202.8
11/21/2020,10001,170.21
11/28/2020,10001,133.99
12/05/2020,10001,246.26
12/12/2020,10001,191.94
12/19/2020,10001,271.61
12/26/2020,10001,188.32
01/02/2021,10001,210.05
01/09/2021,10001,445.44
01/16/2021,10001,282.47
01/23/2021,10001,329.55
01/30/2021,10001,289.72
02/06/2021,10001,286.1
02/13/2021,10001,260.75
02/20/2021,10001,170.21
02/27/2021,10001,231.77
03/06/2021,10001,228.15
03/13/2021,10001,246.26
03/20/2021,10001,373.01
03/27/2021,10001,296.96
04/03/2021,10001,296.96
04/10/2021,10001,210.05
04/17/2021,10001,152.1
04/24/2021,10001,97.78
05/01/2021,10001,94.16
05/08/2021,10001,76.05
05/15/2021,10001,54.32
05/22/2021,10001,61.57
05/29/2021,10001,21.73
06/05/2021,10001,28.97
06/12/2021,10001,18.11
06/19/2021,10001,32.59
06/26/2021,10001,21.73
07/03/2021,10001,28.97
07/10/2021,10001,94.16
07/17/2021,10001,108.64
07/24/2021,10001,191.94
07/31/2021,10001,162.97
08/07/2021,10001,217.29
08/14/2021,10001,220.91
08/21/2021,10001,162.97
08/28/2021,10001,235.4
09/04/2021,10001,181.07
09/11/2021,10001,188.32
09/18/2021,10001,184.7
09/25/2021,10001,108.64
10/02/2021,10001,144.86
10/09/2021,10001,112.27
10/16/2021,10001,90.54
10/23/2021,10001,61.57
10/30/2021,10001,0.0
08/08/2020,10002,39.83
08/15/2020,10002,10.62
08/22/2020,10002,21.24
08/29/2020,10002,10.62
09/05/2020,10002,7.97
09/12/2020,10002,6.64
09/19/2020,10002,22.57
09/26/2020,10002,25.22
10/03/2020,10002,18.59
10/10/2020,10002,35.85
10/17/2020,10002,30.54
10/24/2020,10002,50.45
10/31/2020,10002,55.76
11/07/2020,10002,79.66
11/14/2020,10002,138.07
11/21/2020,10002,138.07
11/28/2020,10002,160.64
12/05/2020,10002,233.66
12/12/2020,10002,381.03
12/19/2020,10002,371.73
12/26/2020,10002,347.84
01/02/2021,10002,351.82
01/09/2021,10002,513.79
01/16/2021,10002,407.58
01/23/2021,10002,465.99
01/30/2021,10002,370.41
02/06/2021,10002,310.66
02/13/2021,10002,321.28
02/20/2021,10002,330.58
02/27/2021,10002,338.54
03/06/2021,10002,343.85
03/13/2021,10002,359.79
03/20/2021,10002,338.54
03/27/2021,10002,357.13
04/03/2021,10002,309.34
04/10/2021,10002,257.56
04/17/2021,10002,223.04
04/24/2021,10002,119.49
05/01/2021,10002,114.18
05/08/2021,10002,66.38
05/15/2021,10002,30.54
05/22/2021,10002,18.59
05/29/2021,10002,15.93
06/05/2021,10002,17.26
06/12/2021,10002,13.28
06/19/2021,10002,5.31
06/26/2021,10002,6.64
07/03/2021,10002,19.91
07/10/2021,10002,42.48
07/17/2021,10002,57.09
07/24/2021,10002,107.54
07/31/2021,10002,143.38
08/07/2021,10002,171.26
08/14/2021,10002,134.09
08/21/2021,10002,123.47
08/28/2021,10002,156.66
09/04/2021,10002,120.81
09/11/2021,10002,123.47
09/18/2021,10002,144.71
09/25/2021,10002,80.98
10/02/2021,10002,75.67
10/09/2021,10002,111.52
10/16/2021,10002,114.18
10/23/2021,10002,91.61
10/30/2021,10002,2.66
08/08/2020,10003,7.41
08/15/2020,10003,7.41
08/22/2020,10003,18.53
08/29/2020,10003,20.38
09/05/2020,10003,20.38
09/12/2020,10003,53.73
09/19/2020,10003,62.99
09/26/2020,10003,57.43
10/03/2020,10003,50.02
10/10/2020,10003,29.64
10/17/2020,10003,70.4
10/24/2020,10003,53.73
10/31/2020,10003,64.84
11/07/2020,10003,59.28
11/14/2020,10003,146.36
11/21/2020,10003,179.7
11/28/2020,10003,133.39
12/05/2020,10003,163.03
12/12/2020,10003,183.41
12/19/2020,10003,201.93
12/26/2020,10003,166.74
01/02/2021,10003,179.7
01/09/2021,10003,281.6
01/16/2021,10003,300.12
01/23/2021,10003,274.19
01/30/2021,10003,298.27
02/06/2021,10003,231.58
02/13/2021,10003,222.31
02/20/2021,10003,231.58
02/27/2021,10003,253.81
03/06/2021,10003,261.22
03/13/2021,10003,214.9
03/20/2021,10003,274.19
03/27/2021,10003,359.41
04/03/2021,10003,261.22
04/10/2021,10003,203.79
04/17/2021,10003,172.29
04/24/2021,10003,98.19
05/01/2021,10003,57.43
05/08/2021,10003,77.81
05/15/2021,10003,27.79
05/22/2021,10003,22.23
05/29/2021,10003,9.26
06/05/2021,10003,12.97
06/12/2021,10003,1.85
06/19/2021,10003,5.56
06/26/2021,10003,9.26
07/03/2021,10003,24.08
07/10/2021,10003,35.2
07/17/2021,10003,59.28
07/24/2021,10003,107.45
07/31/2021,10003,172.29
08/07/2021,10003,157.47
08/14/2021,10003,181.56
08/21/2021,10003,179.7
08/28/2021,10003,164.88
09/04/2021,10003,185.26
09/11/2021,10003,220.46
09/18/2021,10003,224.17
09/25/2021,10003,151.91
10/02/2021,10003,188.97
10/09/2021,10003,114.86
10/16/2021,10003,85.22
10/23/2021,10003,64.84
10/30/2021,10003,3.71
08/08/2020,10004,0.0
08/15/2020,10004,0.0
08/22/2020,10004,33.65
08/29/2020,10004,0.0
09/05/2020,10004,67.29
09/12/2020,10004,0.0
09/19/2020,10004,100.94
09/26/2020,10004,134.58
10/03/2020,10004,0.0
10/10/2020,10004,100.94
10/17/2020,10004,100.94
10/24/2020,10004,67.29
10/31/2020,10004,201.88
11/07/2020,10004,134.58
11/14/2020,10004,168.23
11/21/2020,10004,538.34
11/28/2020,10004,403.75
12/05/2020,10004,336.46
12/12/2020,10004,437.4
12/19/2020,10004,571.98
12/26/2020,10004,201.88
01/02/2021,10004,336.46
01/09/2021,10004,1177.61
01/16/2021,10004,874.8
01/23/2021,10004,235.52
01/30/2021,10004,672.92
02/06/2021,10004,235.52
02/13/2021,10004,336.46
02/20/2021,10004,302.81
02/27/2021,10004,269.17
03/06/2021,10004,168.23
03/13/2021,10004,437.4
03/20/2021,10004,403.75
03/27/2021,10004,403.75
04/03/2021,10004,403.75
04/10/2021,10004,201.88
04/17/2021,10004,302.81
04/24/2021,10004,33.65
05/01/2021,10004,134.58
05/08/2021,10004,33.65
05/15/2021,10004,0.0
05/22/2021,10004,0.0
05/29/2021,10004,0.0
06/05/2021,10004,33.65
06/12/2021,10004,33.65
06/19/2021,10004,67.29
06/26/2021,10004,0.0
07/03/2021,10004,134.58
07/10/2021,10004,67.29
07/17/2021,10004,100.94
07/24/2021,10004,336.46
07/31/2021,10004,302.81
08/07/2021,10004,302.81
08/14/2021,10004,134.58
08/21/2021,10004,134.58
08/28/2021,10004,168.23
09/04/2021,10004,100.94
09/11/2021,10004,201.88
09/18/2021,10004,403.75
09/25/2021,10004,168.23
10/02/2021,10004,168.23
10/09/2021,10004,134.58
10/16/2021,10004,168.23
10/23/2021,10004,0.0
10/30/2021,10004,0.0
08/08/2020,10005,22.84
08/15/2020,10005,57.1
08/22/2020,10005,34.26
08/29/2020,10005,22.84
09/05/2020,10005,45.68
09/12/2020,10005,22.84
09/19/2020,10005,79.93
09/26/2020,10005,22.84
10/03/2020,10005,34.26
10/10/2020,10005,79.93
10/17/2020,10005,34.26
10/24/2020,10005,22.84
10/31/2020,10005,0.0
11/07/2020,10005,114.19
11/14/2020,10005,194.13
11/21/2020,10005,91.35
11/28/2020,10005,228.38
12/05/2020,10005,239.8
12/12/2020,10005,353.99
12/19/2020,10005,239.8
12/26/2020,10005,262.64
01/02/2021,10005,251.22
01/09/2021,10005,388.25
01/16/2021,10005,228.38
01/23/2021,10005,194.13
01/30/2021,10005,331.16
02/06/2021,10005,125.61
02/13/2021,10005,239.8
02/20/2021,10005,376.83
02/27/2021,10005,205.54
03/06/2021,10005,319.74
03/13/2021,10005,331.16
03/20/2021,10005,388.25
03/27/2021,10005,285.48
04/03/2021,10005,319.74
04/10/2021,10005,388.25
04/17/2021,10005,159.87
04/24/2021,10005,114.19
05/01/2021,10005,79.93
05/08/2021,10005,0.0
05/15/2021,10005,34.26
05/22/2021,10005,22.84
05/29/2021,10005,22.84
06/05/2021,10005,11.42
06/12/2021,10005,22.84
06/19/2021,10005,34.26
06/26/2021,10005,45.68
07/03/2021,10005,22.84
07/10/2021,10005,45.68
07/17/2021,10005,148.45
07/24/2021,10005,274.06
07/31/2021,10005,399.67
08/07/2021,10005,239.8
08/14/2021,10005,182.71
08/21/2021,10005,296.9
08/28/2021,10005,331.16
09/04/2021,10005,228.38
09/11/2021,10005,251.22
09/18/2021,10005,285.48
09/25/2021,10005,148.45
10/02/2021,10005,114.19
10/09/2021,10005,68.51
10/16/2021,10005,91.35
10/23/2021,10005,45.68
10/30/2021,10005,0.0
08/08/2020,10006,0.0
08/15/2020,10006,0.0
08/22/2020,10006,0.0
08/29/2020,10006,59.14
09/05/2020,10006,147.85
09/12/2020,10006,0.0
09/19/2020,10006,29.57
09/26/2020,10006,59.14
10/03/2020,10006,29.57
10/10/2020,10006,29.57
10/17/2020,10006,29.57
10/24/2020,10006,59.14
10/31/2020,10006,29.57
11/07/2020,10006,147.85
11/14/2020,10006,295.7
11/21/2020,10006,118.28
11/28/2020,10006,236.56
12/05/2020,10006,118.28
12/12/2020,10006,295.7
12/19/2020,10006,236.56
12/26/2020,10006,147.85
01/02/2021,10006,354.84
01/09/2021,10006,266.13
01/16/2021,10006,236.56
01/23/2021,10006,384.41
01/30/2021,10006,266.13
02/06/2021,10006,147.85
02/13/2021,10006,88.71
02/20/2021,10006,354.84
02/27/2021,10006,206.99
03/06/2021,10006,88.71
03/13/2021,10006,295.7
03/20/2021,10006,473.12
03/27/2021,10006,295.7
04/03/2021,10006,206.99
04/10/2021,10006,177.42
04/17/2021,10006,325.27
04/24/2021,10006,88.71
05/01/2021,10006,59.14
05/08/2021,10006,0.0
05/15/2021,10006,0.0
05/22/2021,10006,29.57
05/29/2021,10006,0.0
06/05/2021,10006,29.57
06/12/2021,10006,29.57
06/19/2021,10006,0.0
06/26/2021,10006,0.0
07/03/2021,10006,29.57
07/10/2021,10006,147.85
07/17/2021,10006,0.0
07/24/2021,10006,236.56
07/31/2021,10006,236.56
08/07/2021,10006,295.7
08/14/2021,10006,118.28
08/21/2021,10006,118.28
08/28/2021,10006,325.27
09/04/2021,10006,147.85
09/11/2021,10006,236.56
09/18/2021,10006,147.85
09/25/2021,10006,206.99
10/02/2021,10006,147.85
10/09/2021,10006,118.28
10/16/2021,10006,88.71
10/23/2021,10006,59.14
10/30/2021,10006,0.0
08/08/2020,10007,14.3
08/15/2020,10007,14.3
08/22/2020,10007,0.0
08/29/2020,10007,14.3
09/05/2020,10007,14.3
09/12/2020,10007,28.61
09/19/2020,10007,42.91
09/26/2020,10007,42.91
10/03/2020,10007,28.61
10/10/2020,10007,57.21
10/17/2020,10007,42.91
10/24/2020,10007,71.52
10/31/2020,10007,71.52
11/07/2020,10007,42.91
11/14/2020,10007,157.34
11/21/2020,10007,328.97
11/28/2020,10007,143.03
12/05/2020,10007,228.85
12/12/2020,10007,157.34
12/19/2020,10007,257.46
12/26/2020,10007,257.46
01/02/2021,10007,243.15
01/09/2021,10007,386.19
01/16/2021,10007,228.85
01/23/2021,10007,371.88
01/30/2021,10007,271.76
02/06/2021,10007,400.49
02/13/2021,10007,200.24
02/20/2021,10007,214.55
02/27/2021,10007,171.64
03/06/2021,10007,257.46
03/13/2021,10007,414.79
03/20/2021,10007,514.91
03/27/2021,10007,271.76
04/03/2021,10007,257.46
04/10/2021,10007,171.64
04/17/2021,10007,157.34
04/24/2021,10007,85.82
05/01/2021,10007,57.21
05/08/2021,10007,14.3
05/15/2021,10007,0.0
05/22/2021,10007,0.0
05/29/2021,10007,0.0
06/05/2021,10007,0.0
06/12/2021,10007,0.0
06/19/2021,10007,14.3
06/26/2021,10007,0.0
07/03/2021,10007,0.0
07/10/2021,10007,28.61
07/17/2021,10007,71.52
07/24/2021,10007,85.82
07/31/2021,10007,200.24
08/07/2021,10007,71.52
08/14/2021,10007,185.94
08/21/2021,10007,114.43
08/28/2021,10007,214.55
09/04/2021,10007,143.03
09/11/2021,10007,214.55
09/18/2021,10007,214.55
09/25/2021,10007,185.94
10/02/2021,10007,85.82
10/09/2021,10007,114.43
10/16/2021,10007,100.12
10/23/2021,10007,128.73
10/30/2021,10007,0.0
08/08/2020,10009,19.25
08/15/2020,10009,8.75
08/22/2020,10009,17.5
08/29/2020,10009,12.25
09/05/2020,10009,14.0
09/12/2020,10009,41.99
09/19/2020,10009,38.49
09/26/2020,10009,33.25
10/03/2020,10009,15.75
10/10/2020,10009,28.0
10/17/2020,10009,50.74
10/24/2020,10009,38.49
10/31/2020,10009,59.49
11/07/2020,10009,82.24
11/14/2020,10009,174.97
11/21/2020,10009,188.97
11/28/2020,10009,206.47
12/05/2020,10009,192.47
12/12/2020,10009,230.97
12/19/2020,10009,257.21
12/26/2020,10009,213.47
01/02/2021,10009,257.21
01/09/2021,10009,369.2
01/16/2021,10009,281.71
01/23/2021,10009,335.95
01/30/2021,10009,360.45
02/06/2021,10009,306.21
02/13/2021,10009,348.2
02/20/2021,10009,321.95
02/27/2021,10009,297.46
03/06/2021,10009,306.21
03/13/2021,10009,243.21
03/20/2021,10009,290.46
03/27/2021,10009,376.2
04/03/2021,10009,320.2
04/10/2021,10009,258.96
04/17/2021,10009,202.97
04/24/2021,10009,150.48
05/01/2021,10009,71.74
05/08/2021,10009,45.49
05/15/2021,10009,26.25
05/22/2021,10009,36.74
05/29/2021,10009,15.75
06/05/2021,10009,8.75
06/12/2021,10009,17.5
06/19/2021,10009,10.5
06/26/2021,10009,17.5
07/03/2021,10009,40.24
07/10/2021,10009,24.5
07/17/2021,10009,78.74
07/24/2021,10009,136.48
07/31/2021,10009,185.47
08/07/2021,10009,201.22
08/14/2021,10009,180.22
08/21/2021,10009,167.98
08/28/2021,10009,183.72
09/04/2021,10009,164.48
09/11/2021,10009,162.73
09/18/2021,10009,204.72
09/25/2021,10009,129.48
10/02/2021,10009,115.48
10/09/2021,10009,134.73
10/16/2021,10009,108.48
10/23/2021,10009,83.99
10/30/2021,10009,1.75
08/08/2020,10010,20.99
08/15/2020,10010,38.98
08/22/2020,10010,20.99
08/29/2020,10010,26.98
09/05/2020,10010,14.99
09/12/2020,10010,23.99
09/19/2020,10010,17.99
09/26/2020,10010,17.99
10/03/2020,10010,26.98
10/10/2020,10010,35.98
10/17/2020,10010,41.98
10/24/2020,10010,44.97
10/31/2020,10010,62.96
11/07/2020,10010,89.95
11/14/2020,10010,125.93
11/21/2020,10010,170.9
11/28/2020,10010,149.91
12/05/2020,10010,155.91
12/12/2020,10010,158.91
12/19/2020,10010,206.88
12/26/2020,10010,185.89
01/02/2021,10010,233.86
01/09/2021,10010,329.81
01/16/2021,10010,326.81
01/23/2021,10010,305.82
01/30/2021,10010,272.84
02/06/2021,10010,185.89
02/13/2021,10010,173.9
02/20/2021,10010,173.9
02/27/2021,10010,170.9
03/06/2021,10010,194.89
03/13/2021,10010,263.84
03/20/2021,10010,245.85
03/27/2021,10010,230.86
04/03/2021,10010,233.86
04/10/2021,10010,122.93
04/17/2021,10010,125.93
04/24/2021,10010,92.95
05/01/2021,10010,86.95
05/08/2021,10010,50.97
05/15/2021,10010,14.99
05/22/2021,10010,3.0
05/29/2021,10010,20.99
06/05/2021,10010,17.99
06/12/2021,10010,6.0
06/19/2021,10010,20.99
06/26/2021,10010,23.99
07/03/2021,10010,32.98
07/10/2021,10010,29.98
07/17/2021,10010,50.97
07/24/2021,10010,74.96
07/31/2021,10010,104.94
08/07/2021,10010,155.91
08/14/2021,10010,167.9
08/21/2021,10010,176.9
08/28/2021,10010,137.92
09/04/2021,10010,104.94
09/11/2021,10010,155.91
09/18/2021,10010,158.91
09/25/2021,10010,125.93
10/02/2021,10010,140.92
10/09/2021,10010,98.94
10/16/2021,10010,98.94
10/23/2021,10010,62.96
10/30/2021,10010,8.99
08/08/2020,10011,10.05
08/15/2020,10011,12.06
08/22/2020,10011,26.13
08/29/2020,10011,14.07
09/05/2020,10011,22.11
09/12/2020,10011,16.08
09/19/2020,10011,24.12
09/26/2020,10011,34.17
10/03/2020,10011,28.14
10/10/2020,10011,30.15
10/17/2020,10011,52.27
10/24/2020,10011,84.43
10/31/2020,10011,74.38
11/07/2020,10011,128.65
11/14/2020,10011,166.85
11/21/2020,10011,142.73
11/28/2020,10011,162.83
12/05/2020,10011,182.93
12/12/2020,10011,201.02
12/19/2020,10011,176.9
12/26/2020,10011,199.01
01/02/2021,10011,188.96
01/09/2021,10011,303.54
01/16/2021,10011,295.5
01/23/2021,10011,237.21
01/30/2021,10011,241.23
02/06/2021,10011,221.12
02/13/2021,10011,229.16
02/20/2021,10011,197.0
02/27/2021,10011,227.15
03/06/2021,10011,227.15
03/13/2021,10011,229.16
03/20/2021,10011,203.03
03/27/2021,10011,303.54
04/03/2021,10011,251.28
04/10/2021,10011,182.93
04/17/2021,10011,132.67
04/24/2021,10011,68.35
05/01/2021,10011,34.17
05/08/2021,10011,36.18
05/15/2021,10011,22.11
05/22/2021,10011,26.13
05/29/2021,10011,6.03
06/05/2021,10011,12.06
06/12/2021,10011,12.06
06/19/2021,10011,10.05
06/26/2021,10011,18.09
07/03/2021,10011,28.14
07/10/2021,10011,36.18
07/17/2021,10011,100.51
07/24/2021,10011,162.83
07/31/2021,10011,174.89
08/07/2021,10011,223.13
08/14/2021,10011,184.94
08/21/2021,10011,207.05
08/28/2021,10011,168.86
09/04/2021,10011,146.75
09/11/2021,10011,211.07
09/18/2021,10011,199.01
09/25/2021,10011,168.86
10/02/2021,10011,148.76
10/09/2021,10011,110.56
10/16/2021,10011,106.54
10/23/2021,10011,52.27
10/30/2021,10011,0.0
08/08/2020,10012,38.87
08/15/2020,10012,25.92
08/22/2020,10012,8.64
08/29/2020,10012,17.28
09/05/2020,10012,30.23
09/12/2020,10012,43.19
09/19/2020,10012,51.83
09/26/2020,10012,64.79
10/03/2020,10012,56.15
10/10/2020,10012,69.11
10/17/2020,10012,73.43
10/24/2020,10012,60.47
10/31/2020,10012,138.22
11/07/2020,10012,138.22
11/14/2020,10012,142.54
11/21/2020,10012,181.41
11/28/2020,10012,190.05
12/05/2020,10012,203.01
12/12/2020,10012,185.73
12/19/2020,10012,211.64
12/26/2020,10012,203.01
01/02/2021,10012,151.17
01/09/2021,10012,289.39
01/16/2021,10012,406.01
01/23/2021,10012,384.41
01/30/2021,10012,323.95
02/06/2021,10012,241.88
02/13/2021,10012,233.24
02/20/2021,10012,198.69
02/27/2021,10012,224.6
03/06/2021,10012,198.69
03/13/2021,10012,241.88
03/20/2021,10012,319.63
03/27/2021,10012,388.73
04/03/2021,10012,276.43
04/10/2021,10012,203.01
04/17/2021,10012,224.6
04/24/2021,10012,69.11
05/01/2021,10012,77.75
05/08/2021,10012,73.43
05/15/2021,10012,17.28
05/22/2021,10012,30.23
05/29/2021,10012,4.32
06/05/2021,10012,4.32
06/12/2021,10012,8.64
06/19/2021,10012,4.32
06/26/2021,10012,4.32
07/03/2021,10012,8.64
07/10/2021,10012,51.83
07/17/2021,10012,82.07
07/24/2021,10012,120.94
07/31/2021,10012,198.69
08/07/2021,10012,220.28
08/14/2021,10012,146.86
08/21/2021,10012,142.54
08/28/2021,10012,120.94
09/04/2021,10012,129.58
09/11/2021,10012,207.32
09/18/2021,10012,211.64
09/25/2021,10012,146.86
10/02/2021,10012,120.94
10/09/2021,10012,73.43
10/16/2021,10012,129.58
10/23/2021,10012,90.7
10/30/2021,10012,4.32
08/08/2020,10013,20.82
08/15/2020,10013,17.35
08/22/2020,10013,6.94
08/29/2020,10013,6.94
09/05/2020,10013,13.88
09/12/2020,10013,31.23
09/19/2020,10013,20.82
09/26/2020,10013,38.17
10/03/2020,10013,31.23
10/10/2020,10013,13.88
10/17/2020,10013,24.29
10/24/2020,10013,41.64
10/31/2020,10013,48.58
11/07/2020,10013,83.28
11/14/2020,10013,114.51
11/21/2020,10013,142.27
11/28/2020,10013,197.79
12/05/2020,10013,222.08
12/12/2020,10013,180.44
12/19/2020,10013,260.25
12/26/2020,10013,253.31
01/02/2021,10013,263.72
01/09/2021,10013,353.93
01/16/2021,10013,395.57
01/23/2021,10013,326.18
01/30/2021,10013,367.81
02/06/2021,10013,360.87
02/13/2021,10013,277.6
02/20/2021,10013,211.67
02/27/2021,10013,260.25
03/06/2021,10013,253.31
03/13/2021,10013,242.9
03/20/2021,10013,270.66
03/27/2021,10013,291.48
04/03/2021,10013,267.19
04/10/2021,10013,284.54
04/17/2021,10013,128.39
04/24/2021,10013,72.87
05/01/2021,10013,55.52
05/08/2021,10013,48.58
05/15/2021,10013,31.23
05/22/2021,10013,20.82
05/29/2021,10013,10.41
06/05/2021,10013,10.41
06/12/2021,10013,10.41
06/19/2021,10013,3.47
06/26/2021,10013,6.94
07/03/2021,10013,17.35
07/10/2021,10013,55.52
07/17/2021,10013,48.58
07/24/2021,10013,131.86
07/31/2021,10013,124.92
08/07/2021,10013,176.97
08/14/2021,10013,131.86
08/21/2021,10013,107.57
08/28/2021,10013,163.09
09/04/2021,10013,135.33
09/11/2021,10013,121.45
09/18/2021,10013,156.15
09/25/2021,10013,107.57
10/02/2021,10013,90.22
10/09/2021,10013,104.1
10/16/2021,10013,111.04
10/23/2021,10013,76.34
10/30/2021,10013,3.47
08/08/2020,10014,3.3
08/15/2020,10014,6.59
08/22/2020,10014,13.19
08/29/2020,10014,13.19
09/05/2020,10014,3.3
09/12/2020,10014,23.07
09/19/2020,10014,39.56
09/26/2020,10014,52.74
10/03/2020,10014,36.26
10/10/2020,10014,46.15
10/17/2020,10014,59.34
10/24/2020,10014,69.22
10/31/2020,10014,72.52
11/07/2020,10014,161.52
11/14/2020,10014,158.23
11/21/2020,10014,247.23
11/28/2020,10014,125.26
12/05/2020,10014,174.71
12/12/2020,10014,184.6
12/19/2020,10014,201.08
12/26/2020,10014,141.75
01/02/2021,10014,191.19
01/09/2021,10014,286.79
01/16/2021,10014,283.49
01/23/2021,10014,234.04
01/30/2021,10014,240.64
02/06/2021,10014,191.19
02/13/2021,10014,234.04
02/20/2021,10014,207.67
02/27/2021,10014,240.64
03/06/2021,10014,250.53
03/13/2021,10014,217.56
03/20/2021,10014,273.6
03/27/2021,10014,349.42
04/03/2021,10014,267.01
04/10/2021,10014,128.56
04/17/2021,10014,141.75
04/24/2021,10014,85.71
05/01/2021,10014,52.74
05/08/2021,10014,29.67
05/15/2021,10014,9.89
05/22/2021,10014,26.37
05/29/2021,10014,6.59
06/05/2021,10014,9.89
06/12/2021,10014,29.67
06/19/2021,10014,19.78
06/26/2021,10014,13.19
07/03/2021,10014,26.37
07/10/2021,10014,36.26
07/17/2021,10014,92.3
07/24/2021,10014,118.67
07/31/2021,10014,151.63
08/07/2021,10014,220.86
08/14/2021,10014,154.93
08/21/2021,10014,210.97
08/28/2021,10014,184.6
09/04/2021,10014,178.01
09/11/2021,10014,184.6
09/18/2021,10014,257.12
09/25/2021,10014,201.08
10/02/2021,10014,141.75
10/09/2021,10014,131.86
10/16/2021,10014,108.78
10/23/2021,10014,59.34
10/30/2021,10014,6.59
08/08/2020,10016,19.64
08/15/2020,10016,15.71
08/22/2020,10016,21.61
08/29/2020,10016,29.46
09/05/2020,10016,15.71
09/12/2020,10016,21.61
09/19/2020,10016,35.36
09/26/2020,10016,51.07
10/03/2020,10016,41.25
10/10/2020,10016,53.03
10/17/2020,10016,37.32
10/24/2020,10016,58.93
10/31/2020,10016,58.93
11/07/2020,10016,88.39
11/14/2020,10016,190.52
11/21/2020,10016,231.77
11/28/2020,10016,233.74
12/05/2020,10016,227.84
12/12/2020,10016,300.52
12/19/2020,10016,314.27
12/26/2020,10016,196.42
01/02/2021,10016,267.13
01/09/2021,10016,479.26
01/16/2021,10016,349.62
01/23/2021,10016,298.55
01/30/2021,10016,259.27
02/06/2021,10016,219.99
02/13/2021,10016,271.06
02/20/2021,10016,249.45
02/27/2021,10016,237.66
03/06/2021,10016,229.81
03/13/2021,10016,271.06
03/20/2021,10016,298.55
03/27/2021,10016,363.37
04/03/2021,10016,292.66
04/10/2021,10016,180.7
04/17/2021,10016,176.78
04/24/2021,10016,76.6
05/01/2021,10016,60.89
05/08/2021,10016,35.36
05/15/2021,10016,17.68
05/22/2021,10016,21.61
05/29/2021,10016,9.82
06/05/2021,10016,5.89
06/12/2021,10016,19.64
06/19/2021,10016,13.75
06/26/2021,10016,11.79
07/03/2021,10016,31.43
07/10/2021,10016,45.18
07/17/2021,10016,74.64
07/24/2021,10016,123.74
07/31/2021,10016,164.99
08/07/2021,10016,219.99
08/14/2021,10016,200.35
08/21/2021,10016,196.42
08/28/2021,10016,208.2
09/04/2021,10016,221.95
09/11/2021,10016,202.31
09/18/2021,10016,178.74
09/25/2021,10016,182.67
10/02/2021,10016,127.67
10/09/2021,10016,90.35
10/16/2021,10016,127.67
10/23/2021,10016,68.75
10/30/2021,10016,7.86
08/08/2020,10017,6.4
08/15/2020,10017,0.0
08/22/2020,10017,12.81
08/29/2020,10017,12.81
09/05/2020,10017,0.0
09/12/2020,10017,0.0
09/19/2020,10017,12.81
09/26/2020,10017,44.83
10/03/2020,10017,25.62
10/10/2020,10017,25.62
10/17/2020,10017,38.43
10/24/2020,10017,64.05
10/31/2020,10017,108.88
11/07/2020,10017,147.31
11/14/2020,10017,185.74
11/21/2020,10017,211.36
11/28/2020,10017,140.91
12/05/2020,10017,179.33
12/12/2020,10017,192.14
12/19/2020,10017,345.86
12/26/2020,10017,236.98
01/02/2021,10017,288.22
01/09/2021,10017,397.1
01/16/2021,10017,301.03
01/23/2021,10017,275.41
01/30/2021,10017,377.88
02/06/2021,10017,172.93
02/13/2021,10017,198.55
02/20/2021,10017,185.74
02/27/2021,10017,236.98
03/06/2021,10017,211.36
03/13/2021,10017,230.57
03/20/2021,10017,217.76
03/27/2021,10017,294.62
04/03/2021,10017,281.81
04/10/2021,10017,147.31
04/17/2021,10017,166.53
04/24/2021,10017,57.64
05/01/2021,10017,57.64
05/08/2021,10017,44.83
05/15/2021,10017,25.62
05/22/2021,10017,32.02
05/29/2021,10017,6.4
06/05/2021,10017,12.81
06/12/2021,10017,6.4
06/19/2021,10017,32.02
06/26/2021,10017,12.81
07/03/2021,10017,32.02
07/10/2021,10017,44.83
07/17/2021,10017,76.86
07/24/2021,10017,140.91
07/31/2021,10017,128.1
08/07/2021,10017,185.74
08/14/2021,10017,224.17
08/21/2021,10017,153.72
08/28/2021,10017,262.6
09/04/2021,10017,140.91
09/11/2021,10017,89.67
09/18/2021,10017,166.53
09/25/2021,10017,153.72
10/02/2021,10017,115.29
10/09/2021,10017,147.31
10/16/2021,10017,96.07
10/23/2021,10017,57.64
10/30/2021,10017,6.4
08/08/2020,10018,8.48
08/15/2020,10018,8.48
08/22/2020,10018,8.48
08/29/2020,10018,0.0
09/05/2020,10018,0.0
09/12/2020,10018,33.93
09/19/2020,10018,76.33
09/26/2020,10018,59.37
10/03/2020,10018,50.89
10/10/2020,10018,50.89
10/17/2020,10018,8.48
10/24/2020,10018,50.89
10/31/2020,10018,76.33
11/07/2020,10018,42.41
11/14/2020,10018,101.78
11/21/2020,10018,144.18
11/28/2020,10018,203.55
12/05/2020,10018,144.18
12/12/2020,10018,203.55
12/19/2020,10018,212.03
12/26/2020,10018,195.07
01/02/2021,10018,237.48
01/09/2021,10018,373.18
