placekey,visits_by_day,visitor_home_aggregation
zzy-222@627-s4m-wrk,"[77,38,26,21,15,38,39,69,47,35,19,31,62,44,57,53,58,17,19,43,53,55,55,49,13,18,56,56,95,115,58]","[{'ZIP': '10003', 'n': 8}, {'ZIP': '10004', 'n': 8}, {'ZIP': '10016', 'n': 8}, {'ZIP': '10017', 'n': 8}, {'ZIP': '10019', 'n': 16}, {'ZIP': '10021', 'n': 10}, {'ZIP': '10022', 'n': 8}, {'ZIP': '10023', 'n': 8}, {'ZIP': '10024', 'n': 24}, {'ZIP': '10025', 'n': 20}, {'ZIP': '10026', 'n': 12}, {'ZIP': '10028', 'n': 47}, {'ZIP': '10065', 'n': 6}, {'ZIP': '10075', 'n': 23}, {'ZIP': '10128', 'n': 26}, {'ZIP': '10314', 'n': 8}, {'ZIP': '11225', 'n': 8}, {'ZIP': '11229', 'n': 9}, {'ZIP': '11234', 'n': 5}, {'ZIP': '11377', 'n': 12}, {'ZIP': '11385', 'n': 8}]"
23f-222@627-s4v-rrk,"[10,11,8,15,7,7,14,11,10,8,14,14,13,4,18,9,9,11,10,16,15,17,11,7,12,11,7,17,11,12,12]","[{'ZIP': '10026', 'n': 9}, {'ZIP': '10029', 'n': 47}, {'ZIP': '10030', 'n': 13}, {'ZIP': '10035', 'n': 29}, {'ZIP': '10037', 'n': 13}, {'ZIP': '10303', 'n': 8}, {'ZIP': '10454', 'n': 8}, {'ZIP': '10459', 'n': 9}, {'ZIP': '10474', 'n': 5}, {'ZIP': '11363', 'n': 5}]"
225-223@627-s4v-5cq,"[13,8,7,11,11,13,12,10,12,5,11,17,11,10,18,11,15,9,11,14,9,6,9,8,15,12,13,9,15,10,11]","[{'ZIP': '10029', 'n': 64}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10459', 'n': 8}]"
zzw-222@627-s4s-n89,"[15,14,9,10,10,10,3,7,17,4,4,11,9,15,11,12,7,4,7,3,18,20,13,2,4,3,8,8,6,12,1]","[{'ZIP': '10026', 'n': 14}, {'ZIP': '10027', 'n': 10}, {'ZIP': '10456', 'n': 16}, {'ZIP': '10459', 'n': 6}, {'ZIP': '10460', 'n': 10}, {'ZIP': '11238', 'n': 5}]"
227-222@627-s8j-8gk,"[30,24,23,35,33,30,33,34,27,39,43,32,36,27,31,34,26,30,30,35,32,22,35,32,32,28,36,25,26,30,30]","[{'ZIP': '10001', 'n': 13}, {'ZIP': '10003', 'n': 25}, {'ZIP': '10004', 'n': 9}, {'ZIP': '10005', 'n': 9}, {'ZIP': '10010', 'n': 22}, {'ZIP': '10011', 'n': 45}, {'ZIP': '10012', 'n': 19}, {'ZIP': '10013', 'n': 10}, {'ZIP': '10014', 'n': 19}, {'ZIP': '10025', 'n': 12}, {'ZIP': '10038', 'n': 13}, {'ZIP': '10467', 'n': 8}, {'ZIP': '11101', 'n': 5}, {'ZIP': '11206', 'n': 12}, {'ZIP': '11207', 'n': 5}, {'ZIP': '11211', 'n': 8}, {'ZIP': '11212', 'n': 8}, {'ZIP': '11214', 'n': 8}, {'ZIP': '11223', 'n': 16}, {'ZIP': '11231', 'n': 6}, {'ZIP': '11237', 'n': 5}, {'ZIP': '11372', 'n': 8}]"
22t-222@627-s4n-vj9,"[6,1,2,5,7,8,11,8,3,1,4,2,6,6,8,5,6,4,5,4,5,8,1,3,8,5,1,4,1,0,2]","[{'ZIP': '10028', 'n': 20}, {'ZIP': '10128', 'n': 12}]"
223-223@627-s6m-rff,"[8,6,4,3,4,10,6,7,7,8,7,13,8,13,6,9,12,7,9,5,11,7,5,5,5,5,6,8,5,4,3]","[{'ZIP': '10032', 'n': 24}, {'ZIP': '10033', 'n': 32}, {'ZIP': '10040', 'n': 12}, {'ZIP': '10463', 'n': 8}]"
224-224@627-wc8-5mk,"[2,1,5,7,6,8,16,8,5,2,5,11,9,13,5,8,5,5,12,3,16,4,4,5,12,7,9,9,7,7,5]","[{'ZIP': '10007', 'n': 7}, {'ZIP': '10280', 'n': 7}, {'ZIP': '10282', 'n': 7}, {'ZIP': '10307', 'n': 8}, {'ZIP': '10309', 'n': 8}, {'ZIP': '11373', 'n': 8}]"
22s-222@627-wbz-4qf,"[3,1,0,4,4,6,3,2,2,0,1,3,3,9,5,0,4,1,5,1,3,7,2,1,4,3,2,2,2,7,4]","[{'ZIP': '10005', 'n': 8}, {'ZIP': '10038', 'n': 12}, {'ZIP': '10301', 'n': 5}, {'ZIP': '10304', 'n': 5}, {'ZIP': '10310', 'n': 5}]"
zzz-222@627-s6k-kfz,"[27,26,17,26,21,28,18,22,30,20,18,18,32,47,38,25,27,26,32,29,30,20,20,21,23,37,29,24,23,18,33]","[{'ZIP': '10451', 'n': 8}, {'ZIP': '10455', 'n': 8}, {'ZIP': '10456', 'n': 13}, {'ZIP': '10457', 'n': 13}, {'ZIP': '10459', 'n': 9}, {'ZIP': '10460', 'n': 17}, {'ZIP': '10462', 'n': 8}, {'ZIP': '10467', 'n': 8}, {'ZIP': '10469', 'n': 8}, {'ZIP': '10472', 'n': 78}, {'ZIP': '10473', 'n': 12}, {'ZIP': '11103', 'n': 5}, {'ZIP': '11106', 'n': 5}]"
226-223@627-s8h-v4v,"[2,6,3,1,1,6,1,3,2,1,2,3,3,6,2,3,2,8,4,5,9,11,9,3,3,2,3,5,11,7,2]","[{'ZIP': '10003', 'n': 11}, {'ZIP': '10010', 'n': 14}, {'ZIP': '10016', 'n': 12}, {'ZIP': '10128', 'n': 8}, {'ZIP': '11216', 'n': 6}, {'ZIP': '11221', 'n': 6}]"
zzw-222@627-s8m-kfz,"[20,15,8,11,14,11,19,27,20,12,16,20,20,22,20,15,24,20,18,17,22,26,23,18,15,18,27,17,27,24,22]","[{'ZIP': '10002', 'n': 17}, {'ZIP': '10003', 'n': 8}, {'ZIP': '10005', 'n': 5}, {'ZIP': '10009', 'n': 20}, {'ZIP': '10010', 'n': 18}, {'ZIP': '10016', 'n': 12}, {'ZIP': '10019', 'n': 8}, {'ZIP': '10028', 'n': 9}, {'ZIP': '10038', 'n': 5}, {'ZIP': '10075', 'n': 9}, {'ZIP': '10301', 'n': 7}, {'ZIP': '10303', 'n': 8}, {'ZIP': '10314', 'n': 16}, {'ZIP': '10456', 'n': 12}, {'ZIP': '10465', 'n': 8}, {'ZIP': '10467', 'n': 6}, {'ZIP': '10472', 'n': 5}, {'ZIP': '11103', 'n': 8}, {'ZIP': '11203', 'n': 8}, {'ZIP': '11221', 'n': 12}, {'ZIP': '11229', 'n': 16}, {'ZIP': '11235', 'n': 8}, {'ZIP': '11385', 'n': 8}]"
26h-222@627-s8m-gx5,"[4,6,4,4,4,12,7,10,8,3,7,8,4,8,8,9,5,8,11,14,6,2,3,5,5,6,4,3,3,3,7]","[{'ZIP': '10003', 'n': 8}, {'ZIP': '10009', 'n': 33}, {'ZIP': '10010', 'n': 8}, {'ZIP': '10019', 'n': 6}]"
zzy-222@627-wg4-bff,"[13,11,10,8,16,20,16,13,5,15,17,15,19,21,20,16,15,15,18,19,15,14,15,13,21,10,6,17,14,14,14]","[{'ZIP': '11203', 'n': 17}, {'ZIP': '11208', 'n': 8}, {'ZIP': '11210', 'n': 57}, {'ZIP': '11226', 'n': 21}]"
zzy-225@627-s8r-s5z,"[8,6,15,13,12,8,12,5,1,15,11,14,9,10,9,5,5,7,18,13,14,14,5,8,15,15,14,28,13,8,3]","[{'ZIP': '10017', 'n': 8}, {'ZIP': '10022', 'n': 14}, {'ZIP': '10031', 'n': 9}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11417', 'n': 8}]"
22t-223@627-wc7-y9z,"[12,9,5,4,5,6,7,8,3,0,3,4,5,8,12,10,1,7,2,4,7,8,5,3,2,5,6,9,7,6,10]","[{'ZIP': '10002', 'n': 20}, {'ZIP': '10009', 'n': 8}, {'ZIP': '10013', 'n': 8}, {'ZIP': '10029', 'n': 9}, {'ZIP': '11204', 'n': 8}, {'ZIP': '11214', 'n': 8}, {'ZIP': '11223', 'n': 8}, {'ZIP': '11364', 'n': 8}, {'ZIP': '11421', 'n': 8}]"
zzy-222@627-s5x-7t9,"[9,11,9,10,13,5,9,11,1,6,7,6,6,11,7,15,6,9,12,5,14,9,6,7,8,7,16,6,5,2,6]","[{'ZIP': '10032', 'n': 8}, {'ZIP': '10034', 'n': 32}, {'ZIP': '10040', 'n': 9}]"
22d-222@627-s8r-fcq,"[19,14,12,23,13,15,16,10,10,16,15,16,21,20,25,13,15,21,18,15,22,21,13,12,19,16,20,19,21,10,18]","[{'ZIP': '10001', 'n': 14}, {'ZIP': '10002', 'n': 6}, {'ZIP': '10009', 'n': 6}, {'ZIP': '10016', 'n': 8}, {'ZIP': '10018', 'n': 10}, {'ZIP': '10029', 'n': 12}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10036', 'n': 8}, {'ZIP': '10128', 'n': 8}, {'ZIP': '10469', 'n': 8}, {'ZIP': '11213', 'n': 6}, {'ZIP': '11214', 'n': 8}, {'ZIP': '11229', 'n': 8}, {'ZIP': '11234', 'n': 8}, {'ZIP': '11235', 'n': 8}, {'ZIP': '11373', 'n': 16}, {'ZIP': '11375', 'n': 8}]"
234-228@627-wbn-m8v,"[9,1,5,8,12,10,13,7,5,12,10,8,13,9,9,14,11,8,11,6,10,8,4,11,8,10,9,9,8,7,6]","[{'ZIP': '10001', 'n': 12}, {'ZIP': '10002', 'n': 6}, {'ZIP': '10009', 'n': 6}, {'ZIP': '10011', 'n': 17}, {'ZIP': '10014', 'n': 12}, {'ZIP': '10025', 'n': 8}, {'ZIP': '10457', 'n': 8}, {'ZIP': '10458', 'n': 8}, {'ZIP': '11226', 'n': 8}, {'ZIP': '11230', 'n': 8}]"
zzy-223@627-s6f-xnq,"[15,8,13,13,16,12,17,15,13,13,13,12,19,10,11,16,15,20,12,18,13,21,13,19,17,19,20,15,8,5,6]","[{'ZIP': '10027', 'n': 5}, {'ZIP': '10028', 'n': 6}, {'ZIP': '10030', 'n': 14}, {'ZIP': '10031', 'n': 5}, {'ZIP': '10032', 'n': 5}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10037', 'n': 26}, {'ZIP': '10128', 'n': 14}, {'ZIP': '10451', 'n': 8}, {'ZIP': '10452', 'n': 11}, {'ZIP': '10453', 'n': 10}, {'ZIP': '10454', 'n': 29}, {'ZIP': '10455', 'n': 5}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10457', 'n': 9}, {'ZIP': '10458', 'n': 8}, {'ZIP': '10469', 'n': 9}, {'ZIP': '11104', 'n': 5}, {'ZIP': '11210', 'n': 8}, {'ZIP': '11226', 'n': 8}, {'ZIP': '11232', 'n': 5}, {'ZIP': '11377', 'n': 13}]"
22g-22c@627-wbv-bhq,"[8,3,3,9,8,20,12,3,5,4,15,8,16,21,10,5,2,3,18,17,14,26,13,11,19,10,17,21,9,2,8]","[{'ZIP': '10001', 'n': 10}, {'ZIP': '10019', 'n': 12}, {'ZIP': '10036', 'n': 12}, {'ZIP': '11101', 'n': 5}, {'ZIP': '11109', 'n': 5}, {'ZIP': '11225', 'n': 8}, {'ZIP': '11355', 'n': 8}, {'ZIP': '11421', 'n': 8}]"
22c-222@627-s4v-73q,"[3,5,10,9,8,9,7,5,3,4,8,6,8,12,9,7,11,9,5,6,4,4,8,8,9,5,10,7,8,8,4]","[{'ZIP': '10026', 'n': 6}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10454', 'n': 8}, {'ZIP': '11201', 'n': 6}, {'ZIP': '11217', 'n': 6}, {'ZIP': '11231', 'n': 6}]"
zzz-222@627-s9t-3yv,"[138,126,102,132,127,146,148,144,152,129,145,140,160,158,135,116,141,141,151,131,148,123,115,118,138,141,135,137,112,117,119]","[{'ZIP': '10002', 'n': 5}, {'ZIP': '10314', 'n': 12}, {'ZIP': '10462', 'n': 7}, {'ZIP': '10472', 'n': 15}, {'ZIP': '11106', 'n': 12}, {'ZIP': '11203', 'n': 29}, {'ZIP': '11205', 'n': 8}, {'ZIP': '11206', 'n': 23}, {'ZIP': '11207', 'n': 188}, {'ZIP': '11208', 'n': 175}, {'ZIP': '11210', 'n': 12}, {'ZIP': '11212', 'n': 57}, {'ZIP': '11213', 'n': 44}, {'ZIP': '11214', 'n': 8}, {'ZIP': '11216', 'n': 18}, {'ZIP': '11218', 'n': 10}, {'ZIP': '11221', 'n': 29}, {'ZIP': '11224', 'n': 8}, {'ZIP': '11225', 'n': 19}, {'ZIP': '11226', 'n': 26}, {'ZIP': '11229', 'n': 10}, {'ZIP': '11233', 'n': 107}, {'ZIP': '11234', 'n': 12}, {'ZIP': '11235', 'n': 14}, {'ZIP': '11236', 'n': 42}, {'ZIP': '11237', 'n': 56}, {'ZIP': '11238', 'n': 12}, {'ZIP': '11354', 'n': 16}, {'ZIP': '11355', 'n': 8}, {'ZIP': '11356', 'n': 8}, {'ZIP': '11357', 'n': 18}, {'ZIP': '11358', 'n': 22}, {'ZIP': '11360', 'n': 6}, {'ZIP': '11364', 'n': 9}, {'ZIP': '11365', 'n': 19}, {'ZIP': '11366', 'n': 12}, {'ZIP': '11367', 'n': 10}, {'ZIP': '11368', 'n': 23}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11373', 'n': 23}, {'ZIP': '11374', 'n': 23}, {'ZIP': '11375', 'n': 33}, {'ZIP': '11377', 'n': 13}, {'ZIP': '11378', 'n': 12}, {'ZIP': '11379', 'n': 60}, {'ZIP': '11385', 'n': 187}, {'ZIP': '11411', 'n': 8}, {'ZIP': '11412', 'n': 10}, {'ZIP': '11413', 'n': 8}, {'ZIP': '11414', 'n': 27}, {'ZIP': '11415', 'n': 19}, {'ZIP': '11416', 'n': 31}, {'ZIP': '11417', 'n': 11}, {'ZIP': '11418', 'n': 41}, {'ZIP': '11419', 'n': 13}, {'ZIP': '11420', 'n': 9}, {'ZIP': '11421', 'n': 93}, {'ZIP': '11422', 'n': 10}, {'ZIP': '11423', 'n': 11}, {'ZIP': '11427', 'n': 5}, {'ZIP': '11432', 'n': 12}, {'ZIP': '11433', 'n': 15}, {'ZIP': '11434', 'n': 16}, {'ZIP': '11435', 'n': 9}, {'ZIP': '11436', 'n': 5}, {'ZIP': '11692', 'n': 16}]"
zzy-223@627-wc7-st9,"[21,15,10,15,9,13,15,15,14,7,21,11,9,11,20,13,8,8,22,13,10,23,13,15,13,11,14,19,14,11,15]","[{'ZIP': '10003', 'n': 28}, {'ZIP': '10009', 'n': 24}, {'ZIP': '10012', 'n': 9}, {'ZIP': '10016', 'n': 9}, {'ZIP': '10017', 'n': 5}, {'ZIP': '10028', 'n': 6}, {'ZIP': '10128', 'n': 6}, {'ZIP': '10460', 'n': 8}, {'ZIP': '11207', 'n': 8}, {'ZIP': '11210', 'n': 5}, {'ZIP': '11214', 'n': 8}, {'ZIP': '11229', 'n': 9}, {'ZIP': '11230', 'n': 5}, {'ZIP': '11375', 'n': 8}, {'ZIP': '11432', 'n': 8}, {'ZIP': '11697', 'n': 5}]"
zzy-222@627-s6c-9s5,"[4,0,2,3,1,0,5,1,1,3,3,2,2,2,5,4,4,1,3,2,2,0,2,4,7,2,0,1,5,3,2]","[{'ZIP': '10454', 'n': 8}, {'ZIP': '10455', 'n': 27}, {'ZIP': '10459', 'n': 8}]"
22c-224@627-wc7-sbk,"[8,4,10,17,14,20,16,8,12,10,17,17,19,17,6,11,11,26,17,25,13,5,6,13,18,17,24,16,11,6,5]","[{'ZIP': '10002', 'n': 12}, {'ZIP': '10007', 'n': 7}, {'ZIP': '10012', 'n': 11}, {'ZIP': '10013', 'n': 11}, {'ZIP': '10128', 'n': 5}, {'ZIP': '11210', 'n': 5}, {'ZIP': '11213', 'n': 8}, {'ZIP': '11216', 'n': 8}, {'ZIP': '11234', 'n': 5}, {'ZIP': '11417', 'n': 8}]"
223-223@627-s8j-h3q,"[5,3,7,5,11,11,6,4,1,10,8,10,10,7,5,6,8,8,6,15,6,8,9,5,2,2,6,6,4,5,4]","[{'ZIP': '10001', 'n': 10}, {'ZIP': '10002', 'n': 22}, {'ZIP': '10003', 'n': 16}, {'ZIP': '10009', 'n': 18}, {'ZIP': '10010', 'n': 8}]"
zzw-228@627-s4r-wtv,"[24,26,24,31,18,29,24,22,18,19,23,24,27,12,20,25,17,19,18,24,24,28,14,18,26,21,29,21,23,22,13]","[{'ZIP': '10019', 'n': 15}, {'ZIP': '10023', 'n': 82}, {'ZIP': '10024', 'n': 46}, {'ZIP': '10025', 'n': 28}, {'ZIP': '10026', 'n': 9}, {'ZIP': '10027', 'n': 16}, {'ZIP': '10028', 'n': 8}, {'ZIP': '10030', 'n': 8}, {'ZIP': '10031', 'n': 8}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10035', 'n': 15}, {'ZIP': '10037', 'n': 15}, {'ZIP': '10069', 'n': 42}, {'ZIP': '10075', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10459', 'n': 12}, {'ZIP': '10466', 'n': 16}, {'ZIP': '10467', 'n': 12}, {'ZIP': '10469', 'n': 8}, {'ZIP': '11101', 'n': 8}, {'ZIP': '11105', 'n': 8}, {'ZIP': '11234', 'n': 8}, {'ZIP': '11368', 'n': 8}, {'ZIP': '11372', 'n': 8}]"
zzw-223@627-rw7-rhq,"[25,10,122,98,95,99,97,17,7,97,115,119,103,107,22,15,99,136,120,108,102,24,20,117,103,117,130,95,6,10,33]","[{'ZIP': '10004', 'n': 6}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10280', 'n': 6}, {'ZIP': '10451', 'n': 14}, {'ZIP': '10452', 'n': 17}, {'ZIP': '10453', 'n': 23}, {'ZIP': '10454', 'n': 22}, {'ZIP': '10455', 'n': 14}, {'ZIP': '10456', 'n': 30}, {'ZIP': '10457', 'n': 32}, {'ZIP': '10458', 'n': 20}, {'ZIP': '10459', 'n': 27}, {'ZIP': '10460', 'n': 37}, {'ZIP': '10461', 'n': 87}, {'ZIP': '10462', 'n': 106}, {'ZIP': '10463', 'n': 16}, {'ZIP': '10464', 'n': 8}, {'ZIP': '10465', 'n': 51}, {'ZIP': '10466', 'n': 35}, {'ZIP': '10467', 'n': 53}, {'ZIP': '10468', 'n': 8}, {'ZIP': '10469', 'n': 87}, {'ZIP': '10470', 'n': 19}, {'ZIP': '10472', 'n': 37}, {'ZIP': '10473', 'n': 73}, {'ZIP': '10475', 'n': 49}, {'ZIP': '11373', 'n': 6}, {'ZIP': '11377', 'n': 10}]"
zzw-225@627-s8r-7dv,"[9,4,11,10,16,14,12,10,8,11,17,17,13,16,10,7,9,13,15,15,17,18,6,12,16,14,10,16,17,9,7]","[{'ZIP': '10019', 'n': 18}, {'ZIP': '10036', 'n': 12}, {'ZIP': '10128', 'n': 8}, {'ZIP': '11101', 'n': 5}, {'ZIP': '11207', 'n': 5}, {'ZIP': '11222', 'n': 5}, {'ZIP': '11238', 'n': 8}, {'ZIP': '11374', 'n': 8}, {'ZIP': '11375', 'n': 8}, {'ZIP': '11420', 'n': 8}]"
22b-222@627-s6d-skf,"[5,3,4,4,4,7,4,4,2,9,6,1,4,3,6,5,3,0,3,2,2,1,4,1,1,4,3,3,1,0,2]","[{'ZIP': '10031', 'n': 21}, {'ZIP': '10032', 'n': 13}, {'ZIP': '10040', 'n': 8}, {'ZIP': '10452', 'n': 5}, {'ZIP': '11230', 'n': 11}]"
zzz-222@627-s6j-mff,"[21,32,22,21,23,20,32,19,20,29,25,27,17,18,21,30,16,23,16,16,22,25,19,24,40,14,27,28,13,14,19]","[{'ZIP': '10452', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10457', 'n': 12}, {'ZIP': '10458', 'n': 12}, {'ZIP': '10459', 'n': 35}, {'ZIP': '10460', 'n': 65}, {'ZIP': '10462', 'n': 5}, {'ZIP': '10463', 'n': 8}, {'ZIP': '10465', 'n': 8}, {'ZIP': '10472', 'n': 12}]"
zzz-222@627-vv2-66k,"[28,20,20,31,15,24,48,23,15,30,28,47,83,37,37,39,36,29,41,35,26,16,23,34,31,37,62,27,17,32,31]","[{'ZIP': '10301', 'n': 34}, {'ZIP': '10302', 'n': 21}, {'ZIP': '10303', 'n': 34}, {'ZIP': '10304', 'n': 20}, {'ZIP': '10305', 'n': 20}, {'ZIP': '10306', 'n': 16}, {'ZIP': '10307', 'n': 8}, {'ZIP': '10308', 'n': 21}, {'ZIP': '10309', 'n': 32}, {'ZIP': '10310', 'n': 22}, {'ZIP': '10312', 'n': 37}, {'ZIP': '10314', 'n': 221}, {'ZIP': '11214', 'n': 6}, {'ZIP': '11228', 'n': 6}, {'ZIP': '11229', 'n': 8}]"
zzz-222@627-s8n-w6k,"[52,29,30,37,27,33,33,35,24,43,30,28,43,32,25,31,33,41,29,45,38,42,30,35,43,32,25,30,29,25,28]","[{'ZIP': '10016', 'n': 5}, {'ZIP': '10017', 'n': 5}, {'ZIP': '10451', 'n': 8}, {'ZIP': '11101', 'n': 30}, {'ZIP': '11102', 'n': 8}, {'ZIP': '11103', 'n': 13}, {'ZIP': '11106', 'n': 51}, {'ZIP': '11365', 'n': 8}, {'ZIP': '11368', 'n': 8}, {'ZIP': '11369', 'n': 8}, {'ZIP': '11370', 'n': 9}, {'ZIP': '11372', 'n': 9}, {'ZIP': '11373', 'n': 8}, {'ZIP': '11377', 'n': 13}, {'ZIP': '11412', 'n': 8}, {'ZIP': '11435', 'n': 8}]"
zzy-222@627-s92-vs5,"[11,1,6,7,4,6,6,6,2,6,3,8,10,6,5,9,2,5,9,5,6,6,4,3,6,7,4,2,3,3,6]","[{'ZIP': '10470', 'n': 5}, {'ZIP': '11221', 'n': 13}, {'ZIP': '11233', 'n': 5}, {'ZIP': '11385', 'n': 8}]"
zzy-222@627-s4k-nnq,"[8,6,6,13,6,8,9,7,3,9,5,7,8,12,3,2,9,9,5,9,8,2,3,6,10,9,12,12,5,2,6]","[{'ZIP': '10004', 'n': 7}, {'ZIP': '10005', 'n': 7}, {'ZIP': '10022', 'n': 12}, {'ZIP': '10024', 'n': 24}, {'ZIP': '10025', 'n': 22}, {'ZIP': '10038', 'n': 7}, {'ZIP': '10065', 'n': 8}, {'ZIP': '10463', 'n': 8}]"
229-226@627-s4n-tqf,"[4,3,4,2,5,4,3,1,3,6,5,3,7,6,7,5,5,3,5,5,5,3,3,3,2,3,8,5,0,1,0]","[{'ZIP': '10028', 'n': 20}, {'ZIP': '10029', 'n': 8}, {'ZIP': '10075', 'n': 8}, {'ZIP': '10128', 'n': 12}]"
