placekey,visits_by_day,visitor_home_aggregation
zzz-222@627-s8n-w6k,"[50,38,44,24,40,35,45,49,40,50,32,39,36,32,34,33,43,40,50,44,45,41,36,45,36,37,33,35,41,31,23]","[{'ZIP': '10457', 'n': 5}, {'ZIP': '10458', 'n': 5}, {'ZIP': '10460', 'n': 5}, {'ZIP': '11101', 'n': 52}, {'ZIP': '11102', 'n': 12}, {'ZIP': '11103', 'n': 8}, {'ZIP': '11105', 'n': 5}, {'ZIP': '11106', 'n': 94}, {'ZIP': '11212', 'n': 8}, {'ZIP': '11369', 'n': 8}, {'ZIP': '11370', 'n': 17}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11377', 'n': 8}, {'ZIP': '11385', 'n': 12}, {'ZIP': '11418', 'n': 8}]"
zzy-222@627-s4k-nnq,"[10,12,1,5,9,7,10,14,9,5,5,10,11,16,15,6,8,10,13,13,7,17,11,4,8,15,11,15,11,16,6]","[{'ZIP': '10024', 'n': 23}, {'ZIP': '10025', 'n': 23}]"
229-226@627-s4n-tqf,"[6,2,3,2,1,5,3,4,2,4,4,3,3,4,2,4,1,3,4,3,6,8,5,9,2,6,4,4,5,2,6]","[{'ZIP': '10021', 'n': 12}, {'ZIP': '10028', 'n': 5}, {'ZIP': '10075', 'n': 8}, {'ZIP': '10128', 'n': 9}]"
zzw-229@627-s8h-vs5,"[1,8,3,2,4,2,0,4,3,3,5,3,3,5,3,4,3,4,2,0,0,2,3,7,1,2,3,1,3,2,3]","[{'ZIP': '10003', 'n': 8}, {'ZIP': '10010', 'n': 8}, {'ZIP': '10457', 'n': 5}, {'ZIP': '10458', 'n': 9}, {'ZIP': '11421', 'n': 6}]"
zzw-223@627-s8j-z4v,"[5,9,4,1,8,8,8,6,7,1,4,3,10,3,8,2,5,3,3,6,5,3,9,4,3,3,9,7,7,4,4]","[{'ZIP': '10019', 'n': 6}, {'ZIP': '10036', 'n': 6}, {'ZIP': '10460', 'n': 9}, {'ZIP': '10462', 'n': 9}, {'ZIP': '11361', 'n': 6}, {'ZIP': '11364', 'n': 6}, {'ZIP': '11433', 'n': 5}, {'ZIP': '11434', 'n': 5}]"
222-224@627-wc9-psq,"[6,7,6,4,5,5,11,8,6,3,1,4,7,10,14,6,9,2,13,6,14,17,13,8,20,26,17,10,11,12,21]","[{'ZIP': '10002', 'n': 73}, {'ZIP': '10003', 'n': 8}, {'ZIP': '10009', 'n': 8}, {'ZIP': '10038', 'n': 20}, {'ZIP': '11218', 'n': 12}]"
zzw-22z@627-s8k-2tv,"[9,10,10,7,4,9,8,10,9,4,9,5,9,11,2,13,16,6,5,5,9,11,11,7,8,9,13,8,10,10,5]","[{'ZIP': '10016', 'n': 8}, {'ZIP': '10027', 'n': 5}, {'ZIP': '10031', 'n': 5}, {'ZIP': '10456', 'n': 5}, {'ZIP': '10459', 'n': 5}, {'ZIP': '10468', 'n': 8}, {'ZIP': '11224', 'n': 8}, {'ZIP': '11357', 'n': 8}, {'ZIP': '11373', 'n': 8}]"
zzy-222@627-wbz-vxq,"[18,25,26,17,21,14,20,23,24,24,17,20,21,31,35,28,32,19,19,26,23,25,33,31,16,15,23,26,18,29,23]","[{'ZIP': '10004', 'n': 16}, {'ZIP': '10005', 'n': 22}, {'ZIP': '10006', 'n': 7}, {'ZIP': '10007', 'n': 22}, {'ZIP': '10013', 'n': 11}, {'ZIP': '10014', 'n': 5}, {'ZIP': '10021', 'n': 8}, {'ZIP': '10038', 'n': 26}, {'ZIP': '10282', 'n': 7}, {'ZIP': '10451', 'n': 10}, {'ZIP': '10455', 'n': 6}, {'ZIP': '10456', 'n': 10}, {'ZIP': '10459', 'n': 8}, {'ZIP': '10460', 'n': 8}, {'ZIP': '10462', 'n': 8}, {'ZIP': '11106', 'n': 8}, {'ZIP': '11201', 'n': 8}, {'ZIP': '11203', 'n': 14}, {'ZIP': '11208', 'n': 20}, {'ZIP': '11212', 'n': 5}, {'ZIP': '11216', 'n': 12}, {'ZIP': '11218', 'n': 8}, {'ZIP': '11221', 'n': 16}, {'ZIP': '11223', 'n': 8}, {'ZIP': '11230', 'n': 8}, {'ZIP': '11233', 'n': 12}, {'ZIP': '11236', 'n': 16}, {'ZIP': '11355', 'n': 5}, {'ZIP': '11364', 'n': 8}, {'ZIP': '11414', 'n': 8}]"
zzy-222@627-vst-28v,"[7,8,17,10,7,7,5,6,5,10,16,8,8,6,3,6,7,4,4,4,5,2,20,14,8,2,3,5,8,6,23]","[{'ZIP': '10306', 'n': 10}, {'ZIP': '10307', 'n': 11}, {'ZIP': '10308', 'n': 14}, {'ZIP': '10309', 'n': 39}, {'ZIP': '10312', 'n': 48}, {'ZIP': '10314', 'n': 15}, {'ZIP': '11208', 'n': 5}]"
229-222@627-wbv-d5f,"[14,37,16,4,33,33,30,34,14,15,14,16,13,17,9,12,8,17,13,13,19,25,19,19,28,10,23,15,20,10,12]","[{'ZIP': '10017', 'n': 5}, {'ZIP': '10019', 'n': 137}, {'ZIP': '10022', 'n': 5}, {'ZIP': '10023', 'n': 8}, {'ZIP': '10024', 'n': 10}, {'ZIP': '10026', 'n': 6}, {'ZIP': '10036', 'n': 34}, {'ZIP': '10069', 'n': 8}, {'ZIP': '11368', 'n': 8}]"
zzw-223@627-s4n-qj9,"[124,163,37,29,184,184,138,153,101,46,28,40,138,132,168,130,36,31,120,163,154,134,166,36,27,113,107,113,100,131,24]","[{'ZIP': '10001', 'n': 12}, {'ZIP': '10003', 'n': 8}, {'ZIP': '10004', 'n': 6}, {'ZIP': '10007', 'n': 5}, {'ZIP': '10013', 'n': 5}, {'ZIP': '10018', 'n': 8}, {'ZIP': '10026', 'n': 20}, {'ZIP': '10027', 'n': 16}, {'ZIP': '10029', 'n': 129}, {'ZIP': '10030', 'n': 15}, {'ZIP': '10031', 'n': 6}, {'ZIP': '10032', 'n': 10}, {'ZIP': '10035', 'n': 37}, {'ZIP': '10037', 'n': 29}, {'ZIP': '10039', 'n': 25}, {'ZIP': '10128', 'n': 39}, {'ZIP': '10280', 'n': 6}, {'ZIP': '10301', 'n': 6}, {'ZIP': '10310', 'n': 10}, {'ZIP': '10314', 'n': 12}, {'ZIP': '10451', 'n': 12}, {'ZIP': '10452', 'n': 18}, {'ZIP': '10453', 'n': 5}, {'ZIP': '10454', 'n': 25}, {'ZIP': '10455', 'n': 28}, {'ZIP': '10456', 'n': 16}, {'ZIP': '10457', 'n': 20}, {'ZIP': '10458', 'n': 10}, {'ZIP': '10459', 'n': 16}, {'ZIP': '10460', 'n': 12}, {'ZIP': '10462', 'n': 16}, {'ZIP': '10466', 'n': 8}, {'ZIP': '10467', 'n': 14}, {'ZIP': '10468', 'n': 5}, {'ZIP': '10469', 'n': 10}, {'ZIP': '10473', 'n': 8}, {'ZIP': '11102', 'n': 8}, {'ZIP': '11103', 'n': 8}, {'ZIP': '11106', 'n': 12}, {'ZIP': '11206', 'n': 9}, {'ZIP': '11207', 'n': 20}, {'ZIP': '11212', 'n': 8}, {'ZIP': '11221', 'n': 21}, {'ZIP': '11226', 'n': 12}, {'ZIP': '11233', 'n': 8}, {'ZIP': '11236', 'n': 8}, {'ZIP': '11368', 'n': 20}, {'ZIP': '11373', 'n': 24}, {'ZIP': '11377', 'n': 8}, {'ZIP': '11378', 'n': 8}, {'ZIP': '11379', 'n': 9}, {'ZIP': '11421', 'n': 12}, {'ZIP': '11423', 'n': 8}, {'ZIP': '11432', 'n': 8}, {'ZIP': '11694', 'n': 8}]"
22y-222@627-s8j-3kf,"[4,5,4,0,5,7,5,3,7,6,5,1,2,5,4,7,4,3,8,10,10,13,3,5,9,8,9,8,5,6,4]","[{'ZIP': '10002', 'n': 19}, {'ZIP': '10009', 'n': 8}, {'ZIP': '10038', 'n': 8}, {'ZIP': '10472', 'n': 8}, {'ZIP': '11238', 'n': 11}, {'ZIP': '11373', 'n': 8}]"
zzy-222@627-s8r-k2k,"[8,11,2,5,12,9,11,17,10,13,9,5,8,11,12,9,10,18,11,12,9,11,13,5,8,13,11,9,11,7,12]","[{'ZIP': '10017', 'n': 8}, {'ZIP': '10021', 'n': 10}, {'ZIP': '10022', 'n': 21}, {'ZIP': '10028', 'n': 8}, {'ZIP': '10065', 'n': 23}, {'ZIP': '10075', 'n': 8}, {'ZIP': '11367', 'n': 8}, {'ZIP': '11432', 'n': 8}]"
zzw-222@627-vvc-575,"[12,17,17,58,42,60,53,60,28,31,29,28,21,23,25,27,31,30,23,48,25,33,27,40,31,37,20,38,25,46,33]","[{'ZIP': '10301', 'n': 38}, {'ZIP': '10302', 'n': 8}, {'ZIP': '10303', 'n': 19}, {'ZIP': '10304', 'n': 66}, {'ZIP': '10305', 'n': 91}, {'ZIP': '10306', 'n': 295}, {'ZIP': '10307', 'n': 10}, {'ZIP': '10308', 'n': 53}, {'ZIP': '10309', 'n': 26}, {'ZIP': '10310', 'n': 8}, {'ZIP': '10312', 'n': 49}, {'ZIP': '10314', 'n': 35}]"
22v-224@627-s8j-3h5,"[13,9,5,1,1,0,1,2,4,4,1,1,1,0,1,2,1,3,1,4,5,4,3,2,3,5,0,0,3,1,1]","[{'ZIP': '10003', 'n': 23}, {'ZIP': '10009', 'n': 19}]"
22t-224@627-s4n-hwk,"[8,13,2,1,8,9,11,9,8,4,4,9,11,8,9,8,6,4,13,8,8,13,11,3,1,14,7,10,4,3,4]","[{'ZIP': '10021', 'n': 13}, {'ZIP': '10028', 'n': 9}, {'ZIP': '10075', 'n': 9}, {'ZIP': '10128', 'n': 12}, {'ZIP': '10451', 'n': 5}, {'ZIP': '10455', 'n': 5}]"
22d-222@627-s5x-8d9,"[7,14,14,13,12,8,11,12,16,20,13,13,13,13,18,9,19,11,9,8,8,14,22,15,17,12,12,7,9,13,10]","[{'ZIP': '10034', 'n': 32}, {'ZIP': '10040', 'n': 33}, {'ZIP': '10453', 'n': 8}, {'ZIP': '10457', 'n': 17}, {'ZIP': '10461', 'n': 8}]"
22d-222@627-s6m-5cq,"[10,16,9,11,9,10,19,14,18,8,3,13,12,16,9,15,14,6,10,7,10,11,12,4,9,11,4,10,10,14,11]","[{'ZIP': '10032', 'n': 20}, {'ZIP': '10033', 'n': 58}, {'ZIP': '10040', 'n': 42}, {'ZIP': '10452', 'n': 13}, {'ZIP': '10455', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10460', 'n': 5}, {'ZIP': '10463', 'n': 8}]"
22r-222@627-s4v-q75,"[5,8,6,4,5,7,9,6,11,4,4,4,5,8,13,7,2,4,5,2,5,6,6,3,3,3,6,5,1,5,4]","[{'ZIP': '10027', 'n': 8}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10451', 'n': 8}, {'ZIP': '10454', 'n': 8}, {'ZIP': '10455', 'n': 8}, {'ZIP': '10457', 'n': 8}, {'ZIP': '11358', 'n': 5}]"
zzy-222@627-wdk-tjv,"[5,9,6,12,5,7,5,3,4,12,10,3,10,6,8,5,6,9,4,5,6,2,6,10,8,3,7,4,4,5,8]","[{'ZIP': '11204', 'n': 20}, {'ZIP': '11214', 'n': 45}, {'ZIP': '11224', 'n': 7}, {'ZIP': '11228', 'n': 20}]"
zzy-223@627-s8j-q9f,"[1,3,1,2,5,12,1,3,5,2,6,2,3,1,4,7,5,6,6,3,3,1,6,2,0,5,7,2,5,0,8]","[{'ZIP': '10016', 'n': 10}, {'ZIP': '10017', 'n': 10}, {'ZIP': '11203', 'n': 8}, {'ZIP': '11234', 'n': 6}, {'ZIP': '11377', 'n': 8}]"
zzy-223@627-s8j-dqf,"[6,5,5,2,4,3,5,5,5,3,4,1,2,4,5,2,6,3,6,3,3,5,3,7,3,2,3,4,1,1,4]","[{'ZIP': '10003', 'n': 19}, {'ZIP': '10009', 'n': 8}, {'ZIP': '10010', 'n': 6}, {'ZIP': '10011', 'n': 9}, {'ZIP': '10038', 'n': 6}, {'ZIP': '11214', 'n': 8}]"
23b-222@627-s4k-k9f,"[4,7,5,5,1,4,3,6,8,7,3,5,6,8,10,2,4,3,8,8,7,7,4,4,6,4,5,5,9,3,8]","[{'ZIP': '10024', 'n': 24}, {'ZIP': '10025', 'n': 8}, {'ZIP': '11368', 'n': 8}]"
22g-222@627-s4v-xt9,"[8,9,3,3,3,10,6,12,6,10,8,5,4,7,6,7,7,4,9,10,2,7,15,5,7,8,9,10,6,12,11]","[{'ZIP': '10026', 'n': 8}, {'ZIP': '10027', 'n': 20}, {'ZIP': '10029', 'n': 13}, {'ZIP': '10030', 'n': 8}, {'ZIP': '10031', 'n': 12}, {'ZIP': '10035', 'n': 25}, {'ZIP': '10037', 'n': 24}, {'ZIP': '10451', 'n': 12}, {'ZIP': '10456', 'n': 16}]"
zzy-222@627-rw9-9j9,"[33,22,22,18,24,21,20,35,24,17,9,16,14,21,28,23,10,9,21,26,19,20,22,18,17,20,17,26,18,21,21]","[{'ZIP': '10031', 'n': 8}, {'ZIP': '10457', 'n': 12}, {'ZIP': '10458', 'n': 89}, {'ZIP': '10463', 'n': 12}, {'ZIP': '10467', 'n': 26}, {'ZIP': '10468', 'n': 56}, {'ZIP': '10469', 'n': 16}, {'ZIP': '11229', 'n': 6}, {'ZIP': '11235', 'n': 6}, {'ZIP': '11423', 'n': 6}, {'ZIP': '11427', 'n': 6}, {'ZIP': '11428', 'n': 6}]"
226-224@627-s8j-xt9,"[19,26,17,11,18,18,16,20,27,20,12,22,25,21,23,24,26,16,22,20,19,19,21,21,15,16,25,18,20,21,16]","[{'ZIP': '10001', 'n': 11}, {'ZIP': '10002', 'n': 8}, {'ZIP': '10032', 'n': 10}, {'ZIP': '10314', 'n': 8}, {'ZIP': '10451', 'n': 8}, {'ZIP': '10452', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '11233', 'n': 5}, {'ZIP': '11237', 'n': 12}, {'ZIP': '11368', 'n': 8}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11373', 'n': 12}, {'ZIP': '11377', 'n': 8}]"
zzw-222@627-s4k-mtv,"[26,22,31,22,20,35,28,28,20,29,27,8,24,24,25,20,25,20,26,19,23,26,27,29,16,21,28,27,15,18,20]","[{'ZIP': '10023', 'n': 12}, {'ZIP': '10024', 'n': 92}, {'ZIP': '10025', 'n': 46}, {'ZIP': '10027', 'n': 8}, {'ZIP': '10028', 'n': 12}, {'ZIP': '10457', 'n': 8}, {'ZIP': '10459', 'n': 8}, {'ZIP': '11226', 'n': 8}, {'ZIP': '11366', 'n': 8}]"
22g-222@627-s4t-y5f,"[19,26,13,9,15,19,25,19,14,14,22,16,16,16,12,8,16,17,9,18,17,19,12,15,17,25,20,20,19,16,16]","[{'ZIP': '10025', 'n': 8}, {'ZIP': '10026', 'n': 61}, {'ZIP': '10027', 'n': 9}, {'ZIP': '10029', 'n': 20}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10128', 'n': 6}]"
222-224@627-s8r-6tv,"[12,9,7,0,13,11,15,13,14,8,3,10,10,13,13,15,8,7,14,22,20,10,16,8,10,9,12,13,12,17,12]","[{'ZIP': '10028', 'n': 5}, {'ZIP': '10128', 'n': 5}, {'ZIP': '11210', 'n': 5}, {'ZIP': '11230', 'n': 9}, {'ZIP': '11375', 'n': 8}]"
22t-222@627-s8r-8sq,"[4,8,5,3,7,8,11,11,9,5,5,6,12,8,7,10,9,8,8,12,8,8,8,8,8,13,14,9,13,9,4]","[{'ZIP': '10019', 'n': 23}, {'ZIP': '10023', 'n': 8}, {'ZIP': '10024', 'n': 8}, {'ZIP': '10025', 'n': 8}, {'ZIP': '10456', 'n': 9}, {'ZIP': '10463', 'n': 8}, {'ZIP': '11104', 'n': 6}, {'ZIP': '11105', 'n': 5}, {'ZIP': '11212', 'n': 11}, {'ZIP': '11367', 'n': 8}, {'ZIP': '11373', 'n': 8}]"
zzz-222@627-s6c-syv,"[10,21,15,15,18,17,16,20,26,31,32,22,22,22,26,19,20,19,19,17,25,14,21,20,16,18,20,21,28,21,15]","[{'ZIP': '10451', 'n': 32}, {'ZIP': '10452', 'n': 8}, {'ZIP': '10455', 'n': 12}, {'ZIP': '10456', 'n': 82}, {'ZIP': '10457', 'n': 8}, {'ZIP': '10458', 'n': 8}, {'ZIP': '10459', 'n': 54}, {'ZIP': '10466', 'n': 8}, {'ZIP': '10468', 'n': 8}, {'ZIP': '10473', 'n': 5}]"
zzy-222@627-s4s-k4v,"[5,2,6,3,4,4,4,4,9,2,4,3,2,7,7,6,6,3,3,8,6,3,6,3,3,5,8,6,8,7,1]","[{'ZIP': '10025', 'n': 12}, {'ZIP': '10027', 'n': 8}, {'ZIP': '10040', 'n': 5}, {'ZIP': '10471', 'n': 8}]"
zzz-222@627-s6k-sdv,"[19,24,11,2,11,10,23,16,21,13,10,16,21,17,16,22,8,3,12,18,15,16,13,4,9,16,14,15,18,21,12]","[{'ZIP': '10455', 'n': 8}, {'ZIP': '10457', 'n': 31}, {'ZIP': '10459', 'n': 8}, {'ZIP': '10460', 'n': 32}]"
zzw-223@627-s4k-jvz,"[1,3,3,2,2,1,5,4,3,3,2,3,7,6,1,1,3,0,6,5,3,6,2,2,0,3,2,3,3,0,0]","[{'ZIP': '10024', 'n': 10}, {'ZIP': '10025', 'n': 10}, {'ZIP': '10030', 'n': 6}, {'ZIP': '10037', 'n': 6}]"
zzy-222@627-s92-gtv,"[9,13,6,8,11,13,9,9,12,12,7,12,4,7,11,8,9,7,8,9,18,20,16,8,11,13,8,8,12,7,10]","[{'ZIP': '11207', 'n': 5}, {'ZIP': '11216', 'n': 33}, {'ZIP': '11221', 'n': 8}, {'ZIP': '11223', 'n': 12}, {'ZIP': '11229', 'n': 8}, {'ZIP': '11238', 'n': 13}]"
zzz-222@627-wgj-2c5,"[144,163,140,119,147,179,207,191,131,113,101,69,97,144,157,75,145,115,114,101,106,136,147,150,102,84,127,120,103,80,98]","[{'ZIP': '10301', 'n': 8}, {'ZIP': '10304', 'n': 12}, {'ZIP': '10305', 'n': 8}, {'ZIP': '10314', 'n': 12}, {'ZIP': '11204', 'n': 53}, {'ZIP': '11209', 'n': 17}, {'ZIP': '11210', 'n': 25}, {'ZIP': '11214', 'n': 74}, {'ZIP': '11218', 'n': 16}, {'ZIP': '11219', 'n': 8}, {'ZIP': '11223', 'n': 111}, {'ZIP': '11224', 'n': 70}, {'ZIP': '11228', 'n': 12}, {'ZIP': '11229', 'n': 216}, {'ZIP': '11230', 'n': 49}, {'ZIP': '11234', 'n': 60}, {'ZIP': '11235', 'n': 662}, {'ZIP': '11239', 'n': 5}, {'ZIP': '11356', 'n': 5}]"
zzw-228@627-s8j-k2k,"[14,9,4,2,10,13,7,10,12,5,3,8,6,6,6,7,4,3,5,7,2,4,12,3,3,5,7,8,6,5,3]","[{'ZIP': '10009', 'n': 8}, {'ZIP': '10016', 'n': 12}, {'ZIP': '11235', 'n': 8}, {'ZIP': '11374', 'n': 5}]"
zzz-222@627-s84-tsq,"[1,0,6,1,4,3,3,2,3,3,3,7,3,4,5,1,5,6,3,6,7,6,7,8,6,1,2,3,6,0,4]","[{'ZIP': '10461', 'n': 5}, {'ZIP': '10462', 'n': 5}, {'ZIP': '11207', 'n': 13}, {'ZIP': '11208', 'n': 9}]"
22z-222@627-wc9-qj9,"[9,8,9,1,6,6,6,9,5,6,6,5,9,10,7,5,4,2,2,5,4,6,4,5,4,6,5,5,3,3,5]","[{'ZIP': '10002', 'n': 40}, {'ZIP': '10009', 'n': 9}, {'ZIP': '10038', 'n': 8}, {'ZIP': '11207', 'n': 8}]"
223-224@627-s8q-t35,"[5,8,0,0,5,4,7,11,3,2,0,6,7,14,7,8,1,1,7,8,4,8,11,2,0,4,9,6,15,8,0]","[{'ZIP': '10017', 'n': 12}, {'ZIP': '10021', 'n': 8}, {'ZIP': '10022', 'n': 12}, {'ZIP': '10065', 'n': 8}]"
zzy-223@627-s64-yvz,"[28,23,10,9,35,28,35,24,27,18,14,22,41,32,31,19,11,13,33,23,28,39,18,26,12,34,23,32,14,28,12]","[{'ZIP': '10463', 'n': 24}, {'ZIP': '10471', 'n': 59}, {'ZIP': '11216', 'n': 5}, {'ZIP': '11238', 'n': 5}]"
