placekey,visits_by_day,visitor_home_aggregation
22c-222@627-s6m-n5z,"[4,4,3,10,12,14,18,16,20,11,6,11,12,8,14,8,12,9,16,8,11,15,4,13,15,14,16,16,10,17,10]","[{'ZIP': '10032', 'n': 22}, {'ZIP': '10033', 'n': 40}, {'ZIP': '10034', 'n': 8}, {'ZIP': '10039', 'n': 5}, {'ZIP': '10040', 'n': 20}, {'ZIP': '10453', 'n': 8}, {'ZIP': '10457', 'n': 12}]"
22r-222@627-s4t-6c5,"[2,1,3,3,2,1,5,2,5,1,3,3,7,4,3,2,5,0,1,4,2,2,1,2,3,0,4,3,1,4,3]","[{'ZIP': '10030', 'n': 8}, {'ZIP': '10031', 'n': 31}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10039', 'n': 12}]"
22t-222@627-s4r-m8v,"[2,7,2,3,3,7,6,5,4,2,4,3,2,5,4,5,2,6,8,5,1,5,6,3,5,3,1,3,8,5,2]","[{'ZIP': '10023', 'n': 14}, {'ZIP': '10024', 'n': 22}, {'ZIP': '11369', 'n': 5}, {'ZIP': '11370', 'n': 5}, {'ZIP': '11372', 'n': 5}]"
zzw-226@627-s8j-2kz,"[7,11,11,9,7,3,9,11,10,9,10,14,8,10,10,9,11,6,10,11,9,5,14,12,9,7,11,7,9,3,8]","[{'ZIP': '10002', 'n': 17}, {'ZIP': '10003', 'n': 22}, {'ZIP': '10009', 'n': 18}, {'ZIP': '10010', 'n': 8}, {'ZIP': '10022', 'n': 8}, {'ZIP': '10025', 'n': 5}, {'ZIP': '10452', 'n': 8}, {'ZIP': '11385', 'n': 5}]"
22z-222@627-s4t-3qz,"[8,11,8,7,10,18,8,9,14,2,6,5,7,8,4,9,5,7,8,14,5,22,14,6,5,7,12,4,3,8,3]","[{'ZIP': '10031', 'n': 39}, {'ZIP': '11104', 'n': 7}, {'ZIP': '11377', 'n': 7}]"
22f-223@627-wc8-4qf,"[1,10,0,5,4,8,7,6,6,6,6,4,4,5,5,10,5,7,4,7,10,8,15,5,3,8,5,5,4,4,3]","[{'ZIP': '10001', 'n': 12}, {'ZIP': '10010', 'n': 8}, {'ZIP': '10011', 'n': 8}, {'ZIP': '10016', 'n': 8}, {'ZIP': '10065', 'n': 8}, {'ZIP': '11223', 'n': 8}]"
225-222@627-s4r-54v,"[4,10,4,4,8,7,11,13,12,6,3,10,7,9,10,6,7,2,10,14,13,11,3,8,7,10,10,10,5,3,3]","[{'ZIP': '10019', 'n': 8}, {'ZIP': '10023', 'n': 16}, {'ZIP': '10069', 'n': 8}, {'ZIP': '11372', 'n': 12}]"
zzz-222@627-sbf-yqf,"[35,58,33,29,32,46,32,49,42,27,31,35,32,25,30,29,20,14,19,20,23,34,16,24,34,25,38,36,41,37,23]","[{'ZIP': '10029', 'n': 21}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10035', 'n': 57}, {'ZIP': '10037', 'n': 8}, {'ZIP': '10128', 'n': 8}, {'ZIP': '10452', 'n': 8}, {'ZIP': '10453', 'n': 8}, {'ZIP': '10454', 'n': 18}, {'ZIP': '10455', 'n': 10}, {'ZIP': '10456', 'n': 8}, {'ZIP': '10457', 'n': 9}, {'ZIP': '10459', 'n': 6}, {'ZIP': '10460', 'n': 8}, {'ZIP': '10468', 'n': 8}, {'ZIP': '11207', 'n': 8}, {'ZIP': '11208', 'n': 8}, {'ZIP': '11221', 'n': 5}, {'ZIP': '11370', 'n': 8}, {'ZIP': '11374', 'n': 8}, {'ZIP': '11375', 'n': 8}]"
224-22d@627-s8q-vzz,"[4,11,2,7,6,6,8,8,4,2,3,8,7,1,8,6,1,3,7,2,5,10,7,7,9,13,5,6,2,1,3]","[{'ZIP': '10017', 'n': 6}, {'ZIP': '10022', 'n': 14}, {'ZIP': '10459', 'n': 8}, {'ZIP': '10462', 'n': 8}, {'ZIP': '11223', 'n': 6}, {'ZIP': '11224', 'n': 6}, {'ZIP': '11235', 'n': 10}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11377', 'n': 8}]"
229-222@627-s4m-2hq,"[13,25,18,21,29,44,28,35,17,15,32,25,23,36,29,25,19,19,24,31,35,35,14,19,42,41,32,34,22,16,14]","[{'ZIP': '10021', 'n': 13}, {'ZIP': '10024', 'n': 30}, {'ZIP': '10025', 'n': 24}, {'ZIP': '10075', 'n': 9}, {'ZIP': '11235', 'n': 8}, {'ZIP': '11357', 'n': 8}]"
23n-223@627-s4t-6p9,"[0,3,6,5,8,2,4,8,7,3,0,1,1,2,1,2,2,2,4,2,4,0,2,5,6,2,4,6,1,4,4]","[{'ZIP': '10030', 'n': 14}, {'ZIP': '10031', 'n': 21}, {'ZIP': '10037', 'n': 12}, {'ZIP': '10039', 'n': 10}]"
23d-222@627-wc6-yy9,"[3,23,11,14,15,12,14,19,16,8,20,15,5,14,10,17,7,11,12,5,10,16,16,11,7,14,15,14,19,13,9]","[{'ZIP': '10001', 'n': 8}, {'ZIP': '10002', 'n': 8}, {'ZIP': '10038', 'n': 8}, {'ZIP': '10304', 'n': 8}, {'ZIP': '10459', 'n': 6}, {'ZIP': '11204', 'n': 5}, {'ZIP': '11205', 'n': 5}, {'ZIP': '11206', 'n': 8}, {'ZIP': '11373', 'n': 8}, {'ZIP': '11375', 'n': 8}]"
223-222@627-wc9-c89,"[11,8,16,17,16,11,17,22,7,8,14,11,13,15,8,9,12,7,19,13,14,17,4,5,14,15,14,12,9,16,17]","[{'ZIP': '10002', 'n': 38}, {'ZIP': '10454', 'n': 10}, {'ZIP': '10455', 'n': 6}]"
zzw-22p@627-s99-ckf,"[1,2,1,5,4,3,3,2,1,2,4,4,6,1,3,3,0,4,7,3,3,5,2,0,2,2,2,2,3,1,3]","[{'ZIP': '11354', 'n': 12}, {'ZIP': '11355', 'n': 16}, {'ZIP': '11357', 'n': 8}, {'ZIP': '11361', 'n': 5}, {'ZIP': '11364', 'n': 5}]"
zzz-222@627-rwr-dqf,"[57,50,32,31,32,48,42,42,24,27,44,42,52,36,36,28,37,41,27,40,24,30,20,26,35,47,71,43,79,94,102]","[{'ZIP': '10021', 'n': 8}, {'ZIP': '10065', 'n': 8}, {'ZIP': '10301', 'n': 8}, {'ZIP': '10454', 'n': 5}, {'ZIP': '10456', 'n': 17}, {'ZIP': '10459', 'n': 17}, {'ZIP': '10460', 'n': 8}, {'ZIP': '10461', 'n': 23}, {'ZIP': '10462', 'n': 23}, {'ZIP': '10464', 'n': 6}, {'ZIP': '10465', 'n': 8}, {'ZIP': '10469', 'n': 20}, {'ZIP': '10472', 'n': 88}, {'ZIP': '10473', 'n': 26}, {'ZIP': '11101', 'n': 8}, {'ZIP': '11109', 'n': 8}, {'ZIP': '11206', 'n': 7}, {'ZIP': '11210', 'n': 8}, {'ZIP': '11356', 'n': 6}, {'ZIP': '11385', 'n': 5}]"
zzz-222@627-s9z-vs5,"[67,74,70,83,90,85,96,83,76,65,78,91,81,92,82,79,72,87,97,104,84,105,67,63,80,121,113,76,94,95,83]","[{'ZIP': '11101', 'n': 9}, {'ZIP': '11102', 'n': 8}, {'ZIP': '11104', 'n': 9}, {'ZIP': '11105', 'n': 8}, {'ZIP': '11106', 'n': 8}, {'ZIP': '11206', 'n': 8}, {'ZIP': '11207', 'n': 8}, {'ZIP': '11208', 'n': 14}, {'ZIP': '11210', 'n': 5}, {'ZIP': '11221', 'n': 12}, {'ZIP': '11229', 'n': 8}, {'ZIP': '11355', 'n': 7}, {'ZIP': '11356', 'n': 8}, {'ZIP': '11364', 'n': 18}, {'ZIP': '11365', 'n': 20}, {'ZIP': '11366', 'n': 35}, {'ZIP': '11367', 'n': 53}, {'ZIP': '11368', 'n': 24}, {'ZIP': '11372', 'n': 12}, {'ZIP': '11373', 'n': 21}, {'ZIP': '11374', 'n': 20}, {'ZIP': '11375', 'n': 40}, {'ZIP': '11377', 'n': 21}, {'ZIP': '11379', 'n': 5}, {'ZIP': '11385', 'n': 37}, {'ZIP': '11411', 'n': 8}, {'ZIP': '11412', 'n': 16}, {'ZIP': '11413', 'n': 23}, {'ZIP': '11414', 'n': 8}, {'ZIP': '11415', 'n': 21}, {'ZIP': '11416', 'n': 12}, {'ZIP': '11417', 'n': 8}, {'ZIP': '11418', 'n': 26}, {'ZIP': '11419', 'n': 16}, {'ZIP': '11421', 'n': 8}, {'ZIP': '11423', 'n': 54}, {'ZIP': '11426', 'n': 16}, {'ZIP': '11427', 'n': 46}, {'ZIP': '11428', 'n': 34}, {'ZIP': '11429', 'n': 20}, {'ZIP': '11432', 'n': 105}, {'ZIP': '11433', 'n': 25}, {'ZIP': '11434', 'n': 32}, {'ZIP': '11435', 'n': 125}, {'ZIP': '11436', 'n': 9}, {'ZIP': '11691', 'n': 8}]"
227-222@627-s8j-2c5,"[4,10,3,11,8,13,17,8,14,9,12,10,13,10,14,18,20,12,17,9,16,14,8,10,11,14,7,15,18,16,7]","[{'ZIP': '10002', 'n': 9}, {'ZIP': '10003', 'n': 9}, {'ZIP': '10005', 'n': 7}, {'ZIP': '10009', 'n': 57}, {'ZIP': '10016', 'n': 12}, {'ZIP': '10038', 'n': 7}, {'ZIP': '10466', 'n': 5}]"
225-227@627-wbz-qzz,"[2,5,2,5,6,10,9,1,2,1,2,3,8,2,8,2,2,1,7,4,5,6,3,2,7,5,7,4,9,5,2]","[{'ZIP': '10005', 'n': 13}, {'ZIP': '10032', 'n': 5}, {'ZIP': '10033', 'n': 5}, {'ZIP': '10038', 'n': 13}, {'ZIP': '10303', 'n': 8}]"
22c-224@627-s4r-x3q,"[13,4,3,4,17,13,10,8,7,6,6,11,8,8,3,4,4,5,9,11,7,7,7,9,5,16,8,6,7,12,15]","[{'ZIP': '10019', 'n': 18}, {'ZIP': '10023', 'n': 53}, {'ZIP': '10024', 'n': 16}, {'ZIP': '10069', 'n': 19}]"
zzy-222@627-s6m-vmk,"[14,13,8,8,6,16,7,9,10,6,8,12,10,12,11,4,1,2,6,8,7,7,9,2,8,13,8,8,8,8,5]","[{'ZIP': '10034', 'n': 8}, {'ZIP': '10040', 'n': 36}]"
zzw-222@627-wc8-r6k,"[5,8,9,14,12,18,22,17,12,7,10,17,18,11,13,7,1,8,12,12,12,15,8,4,15,16,16,15,16,10,9]","[{'ZIP': '10002', 'n': 8}, {'ZIP': '11201', 'n': 11}, {'ZIP': '11205', 'n': 18}, {'ZIP': '11238', 'n': 13}]"
229-222@627-s4m-4jv,"[4,8,6,5,3,3,3,4,3,5,4,2,7,8,5,5,5,5,3,9,3,6,6,2,10,5,3,2,6,9,4]","[{'ZIP': '10025', 'n': 20}, {'ZIP': '10027', 'n': 16}, {'ZIP': '10031', 'n': 12}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10037', 'n': 8}]"
zzy-223@627-s4r-tsq,"[7,6,6,6,14,15,20,16,6,13,10,12,11,16,25,8,7,18,14,11,12,17,11,7,6,12,18,9,10,16,5]","[{'ZIP': '10023', 'n': 33}, {'ZIP': '10024', 'n': 17}, {'ZIP': '10069', 'n': 12}, {'ZIP': '11368', 'n': 8}, {'ZIP': '11370', 'n': 8}, {'ZIP': '11372', 'n': 8}, {'ZIP': '11373', 'n': 8}]"
22p-222@627-s4r-tgk,"[1,4,1,4,4,1,2,1,5,0,1,3,3,9,2,6,1,3,6,4,4,5,4,3,1,3,5,7,1,5,9]","[{'ZIP': '10023', 'n': 25}, {'ZIP': '10024', 'n': 16}, {'ZIP': '10069', 'n': 12}, {'ZIP': '10452', 'n': 8}]"
22m-222@627-s4t-3nq,"[2,4,3,4,7,7,8,4,6,1,9,5,7,7,5,10,7,11,3,3,5,4,6,8,11,7,8,3,10,14,6]","[{'ZIP': '10031', 'n': 16}, {'ZIP': '10035', 'n': 5}, {'ZIP': '10037', 'n': 9}, {'ZIP': '11210', 'n': 11}, {'ZIP': '11234', 'n': 11}]"
zzz-227@627-s9j-66k,"[8,8,9,24,28,23,25,18,12,15,20,18,23,22,21,10,10,11,15,13,17,13,6,4,12,11,11,13,21,8,11]","[{'ZIP': '11354', 'n': 12}, {'ZIP': '11357', 'n': 20}, {'ZIP': '11358', 'n': 35}, {'ZIP': '11360', 'n': 9}, {'ZIP': '11361', 'n': 13}]"
262-222@627-wbz-w8v,"[0,3,3,4,9,1,0,0,3,2,5,4,2,2,2,0,0,2,4,2,4,3,2,0,12,6,2,6,5,3,3]","[{'ZIP': '11208', 'n': 9}, {'ZIP': '11218', 'n': 8}, {'ZIP': '11373', 'n': 10}, {'ZIP': '11377', 'n': 10}]"
22f-223@627-s8j-bff,"[9,9,14,13,11,19,17,22,20,21,5,20,3,5,19,9,12,14,13,10,13,10,12,13,12,14,14,18,16,10,19]","[{'ZIP': '10001', 'n': 53}, {'ZIP': '10003', 'n': 13}, {'ZIP': '10010', 'n': 9}, {'ZIP': '10011', 'n': 72}, {'ZIP': '10012', 'n': 13}, {'ZIP': '10014', 'n': 17}]"
zzy-222@627-s6k-g6k,"[2,7,5,11,13,17,16,9,6,3,12,12,10,8,12,7,10,10,18,13,15,8,8,9,10,17,8,11,10,5,3]","[{'ZIP': '10457', 'n': 9}, {'ZIP': '10460', 'n': 17}, {'ZIP': '10462', 'n': 16}, {'ZIP': '10466', 'n': 16}, {'ZIP': '10467', 'n': 8}, {'ZIP': '10469', 'n': 8}]"
zzz-222@627-vsr-649,"[2,4,3,2,3,6,3,3,11,4,5,3,3,2,0,0,0,3,3,5,4,4,9,4,10,8,8,8,6,4,6]","[{'ZIP': '10301', 'n': 12}, {'ZIP': '10304', 'n': 12}, {'ZIP': '10307', 'n': 9}, {'ZIP': '10309', 'n': 31}, {'ZIP': '10312', 'n': 21}, {'ZIP': '10314', 'n': 8}]"
222-222@627-s4q-wx5,"[5,12,5,8,8,16,12,15,5,4,8,14,9,19,14,3,6,16,11,12,14,20,6,10,14,10,9,15,9,5,10]","[{'ZIP': '10019', 'n': 24}, {'ZIP': '10023', 'n': 28}, {'ZIP': '10069', 'n': 28}]"
224-222@627-s4v-7yv,"[2,6,8,6,4,2,6,7,5,8,4,16,12,8,7,13,14,13,5,7,15,7,10,4,10,6,11,15,11,12,9]","[{'ZIP': '10025', 'n': 15}, {'ZIP': '10026', 'n': 16}, {'ZIP': '10029', 'n': 7}]"
zzz-222@627-wfb-bkz,"[2,4,2,5,10,10,10,8,5,3,3,7,9,8,10,5,4,3,11,6,7,5,1,2,12,6,9,8,5,3,2]","[{'ZIP': '10301', 'n': 9}, {'ZIP': '10304', 'n': 5}, {'ZIP': '10305', 'n': 34}, {'ZIP': '10306', 'n': 8}, {'ZIP': '10314', 'n': 17}]"
22k-222@627-s8j-2kz,"[7,4,8,23,27,30,26,19,10,7,16,21,30,30,19,11,2,10,34,20,14,17,12,14,25,22,23,30,21,12,15]","[{'ZIP': '10001', 'n': 8}, {'ZIP': '10002', 'n': 30}, {'ZIP': '10003', 'n': 32}, {'ZIP': '10009', 'n': 38}, {'ZIP': '10010', 'n': 14}, {'ZIP': '10011', 'n': 12}, {'ZIP': '10014', 'n': 12}, {'ZIP': '10032', 'n': 8}, {'ZIP': '10451', 'n': 7}, {'ZIP': '10452', 'n': 5}, {'ZIP': '10456', 'n': 7}, {'ZIP': '10462', 'n': 8}, {'ZIP': '10473', 'n': 9}, {'ZIP': '11106', 'n': 8}, {'ZIP': '11203', 'n': 5}, {'ZIP': '11207', 'n': 8}, {'ZIP': '11212', 'n': 8}, {'ZIP': '11220', 'n': 8}, {'ZIP': '11223', 'n': 8}, {'ZIP': '11232', 'n': 8}, {'ZIP': '11234', 'n': 8}]"
zzw-223@627-wc9-bzf,"[10,9,5,4,4,4,6,5,1,1,1,6,10,6,6,4,1,2,6,4,1,3,2,4,3,6,8,2,4,3,4]","[{'ZIP': '10002', 'n': 35}, {'ZIP': '10009', 'n': 5}, {'ZIP': '10029', 'n': 7}, {'ZIP': '11204', 'n': 5}, {'ZIP': '11214', 'n': 5}]"
zzw-223@627-wbz-vzz,"[15,20,7,19,23,21,26,20,21,12,24,15,17,12,25,16,14,20,20,17,15,16,23,19,24,26,21,22,16,10,8]","[{'ZIP': '10001', 'n': 5}, {'ZIP': '10002', 'n': 8}, {'ZIP': '10004', 'n': 7}, {'ZIP': '10006', 'n': 7}, {'ZIP': '10007', 'n': 7}, {'ZIP': '10018', 'n': 5}, {'ZIP': '10023', 'n': 5}, {'ZIP': '10024', 'n': 5}, {'ZIP': '11204', 'n': 8}, {'ZIP': '11210', 'n': 5}, {'ZIP': '11212', 'n': 8}, {'ZIP': '11226', 'n': 9}, {'ZIP': '11421', 'n': 5}, {'ZIP': '11693', 'n': 11}]"
zzy-222@627-vv2-jvz,"[16,10,17,33,30,36,30,39,20,27,32,36,23,29,44,16,18,20,32,31,21,31,23,13,19,21,23,22,24,19,23]","[{'ZIP': '10301', 'n': 16}, {'ZIP': '10302', 'n': 17}, {'ZIP': '10303', 'n': 119}, {'ZIP': '10304', 'n': 8}, {'ZIP': '10305', 'n': 14}, {'ZIP': '10306', 'n': 33}, {'ZIP': '10307', 'n': 7}, {'ZIP': '10309', 'n': 22}, {'ZIP': '10310', 'n': 8}, {'ZIP': '10312', 'n': 29}, {'ZIP': '10314', 'n': 133}, {'ZIP': '11229', 'n': 12}, {'ZIP': '11233', 'n': 8}]"
zzy-222@627-wc7-mtv,"[18,24,7,20,82,81,37,38,19,13,33,33,30,33,33,12,4,21,24,24,14,26,12,10,34,85,42,29,95,33,17]","[{'ZIP': '10002', 'n': 30}, {'ZIP': '10003', 'n': 8}, {'ZIP': '10004', 'n': 11}, {'ZIP': '10005', 'n': 11}, {'ZIP': '10007', 'n': 17}, {'ZIP': '10011', 'n': 8}, {'ZIP': '10012', 'n': 25}, {'ZIP': '10013', 'n': 21}, {'ZIP': '10014', 'n': 8}, {'ZIP': '10028', 'n': 8}, {'ZIP': '10035', 'n': 8}, {'ZIP': '10456', 'n': 8}, {'ZIP': '11201', 'n': 8}, {'ZIP': '11203', 'n': 9}, {'ZIP': '11207', 'n': 9}, {'ZIP': '11212', 'n': 12}, {'ZIP': '11213', 'n': 11}, {'ZIP': '11225', 'n': 11}, {'ZIP': '11226', 'n': 5}, {'ZIP': '11236', 'n': 8}, {'ZIP': '11412', 'n': 7}, {'ZIP': '11419', 'n': 8}, {'ZIP': '11423', 'n': 7}]"
zzw-222@627-s6k-sqz,"[2,3,4,10,15,13,16,10,14,17,6,8,9,14,13,13,7,8,12,16,10,11,11,4,13,11,12,11,13,13,13]","[{'ZIP': '10452', 'n': 5}, {'ZIP': '10457', 'n': 74}, {'ZIP': '10458', 'n': 17}, {'ZIP': '10460', 'n': 21}, {'ZIP': '10473', 'n': 7}]"
zzw-222@627-s9c-zj9,"[7,15,9,14,21,44,26,24,20,15,31,47,24,43,18,13,14,29,30,26,32,23,15,12,29,24,44,31,34,26,19]","[{'ZIP': '11101', 'n': 12}, {'ZIP': '11354', 'n': 24}, {'ZIP': '11355', 'n': 41}, {'ZIP': '11356', 'n': 20}, {'ZIP': '11357', 'n': 20}, {'ZIP': '11358', 'n': 8}, {'ZIP': '11368', 'n': 30}, {'ZIP': '11372', 'n': 32}, {'ZIP': '11373', 'n': 20}, {'ZIP': '11377', 'n': 12}]"
22j-222@627-s4w-3t9,"[5,10,9,20,12,9,14,7,6,11,17,14,11,15,10,11,5,14,14,4,10,14,16,9,17,5,16,9,8,19,7]","[{'ZIP': '10026', 'n': 18}, {'ZIP': '10027', 'n': 48}, {'ZIP': '10030', 'n': 26}, {'ZIP': '10031', 'n': 9}, {'ZIP': '10035', 'n': 20}, {'ZIP': '10037', 'n': 35}, {'ZIP': '10039', 'n': 12}, {'ZIP': '10451', 'n': 7}, {'ZIP': '10455', 'n': 11}, {'ZIP': '10456', 'n': 11}, {'ZIP': '10457', 'n': 8}, {'ZIP': '10459', 'n': 15}, {'ZIP': '10460', 'n': 16}]"
